# ix,iz,iPt,ratio_corr
15,4,11,0.126845
15,5,1,0.110811
15,5,2,0.0909017
15,5,3,0.0869845
15,5,4,0.0882794
15,5,5,0.0996886
15,5,6,0.112908
15,5,7,0.123241
15,5,8,0.132214
15,5,9,0.137162
15,5,10,0.144643
15,5,11,0.142076
15,6,1,0.128893
15,6,2,0.105691
15,6,3,0.0941043
15,6,4,0.0937679
15,6,5,0.0997908
15,6,6,0.110412
15,6,7,0.123144
15,6,8,0.133848
15,6,9,0.134192
15,6,10,0.121954
15,6,11,0.0382717
15,7,1,0.153751
15,7,2,0.127333
15,7,3,0.109503
15,7,4,0.0998309
15,7,5,0.103103
15,7,6,0.107143
15,7,7,0.0905415
15,7,8,0.0853577
15,7,9,0
15,7,10,0
15,7,11,0
15,8,1,0.0765095
15,8,2,0.05113
15,8,3,0
15,8,4,0
15,8,5,0
15,8,6,0
15,8,7,0
15,8,8,0
15,8,9,0
15,8,10,0
15,8,11,0
16,1,1,0.000247157
16,1,2,0.000402526
16,1,3,0.000545994
16,1,4,0.000331776
16,1,5,8.15885e-06
16,1,6,0
16,1,7,0
16,1,8,0
16,1,9,0
16,1,10,0
16,1,11,0
16,2,1,0.0246875
16,2,2,0.0217429
16,2,3,0.020738
16,2,4,0.0207599
16,2,5,0.0168424
16,2,6,0.00837666
16,2,7,0.00236616
16,2,8,0
16,2,9,0
16,2,10,0
16,2,11,0
16,3,1,0.0687093
16,3,2,0.0598061
16,3,3,0.0549724
16,3,4,0.0533047
16,3,5,0.0563077
16,3,6,0.0555959
16,3,7,0.0491422
16,3,8,0.0397376
16,3,9,0.0220019
16,3,10,0.00170259
16,3,11,0
16,4,1,0.112165
16,4,2,0.0849701
16,4,3,0.0785763
16,4,4,0.0776863
16,4,5,0.0825069
16,4,6,0.088511
16,4,7,0.0920864
16,4,8,0.0934413
16,4,9,0.0938025
16,4,10,0.0770593
16,4,11,0
16,5,1,0.147619
16,5,2,0.115542
16,5,3,0.0984871
16,5,4,0.0947161
16,5,5,0.100888
16,5,6,0.110756
16,5,7,0.122291
16,5,8,0.129882
16,5,9,0.130634
16,5,10,0.0824866
16,5,11,0
16,6,1,0.17621
16,6,2,0.144192
16,6,3,0.121652
16,6,4,0.110099
16,6,5,0.110838
16,6,6,0.116881
16,6,7,0.119302
16,6,8,0.11661
16,6,9,0.00597118
16,6,10,0
16,6,11,0
16,7,1,0.188805
16,7,2,0.146373
16,7,3,0.125306
16,7,4,0.0978882
16,7,5,0.0806075
16,7,6,0.0352424
16,7,7,0
16,7,8,0
16,7,9,0
16,7,10,0
16,7,11,0
16,8,1,0
16,8,2,0
16,8,3,0
16,8,4,0
16,8,5,0
16,8,6,0
16,8,7,0
16,8,8,0
16,8,9,0
