xq2_bin,z_bin,pt2_bin,m1_content,m1_error,m2_content,m2_error,m3_content,m3_error,ref_x,ref_y,ref_eyl,ref_eyh,pt2_center,z_center,scale_content,scale_acc,bin_width,scale_factor,m2_minus_m1,ref_minus_m1,ref_minus_m2
8,7,5,0.1388265696093055,0.0037947464016661837,0.017353321201163188,0.00047434330020827296,0.21892593564218127,0.004852772677409116,0.248006,0.211872,0.0238484,0.0238484,0.25,0.75,25103533.890635844,0.6965432298070978,0.01,5.718960040668537e-06,-0.12147324840814232,0.0730454303906945,0.19451867879883683
8,7,6,0.10399989031359429,0.002669618474598165,0.012999986289199286,0.00033370230932477067,0.16890503229279216,0.0039138275919771304,0.34849,0.160298,0.0184479,0.0184479,0.35,0.75,25103533.890635844,0.6965432298070978,0.01,5.718960040668537e-06,-0.090999904024395,0.05629810968640571,0.1472980137108007
8,7,7,0.08951350235500724,0.00258056682347275,0.011189187794375903,0.00032257085293409374,0.12477408981526295,0.003173813613378176,0.448426,0.108624,0.013554,0.013554,0.45,0.75,25103533.890635844,0.6965432298070978,0.01,5.718960040668537e-06,-0.07832431456063134,0.019110497644992758,0.0974348122056241
8,7,8,0.05984202132080534,0.0015177207730803321,0.007480252665100667,0.00018971509663504154,0.07927371921528321,0.0018465696401666052,0.568965,0.0698784,0.00780122,0.00780122,0.575,0.75,25103533.890635844,0.6965432298070978,0.015,3.8126400271123595e-06,-0.052361768655704674,0.01003637867919465,0.062398147334899325
8,7,9,0.03192454744447331,0.0010261995607704067,0.003990568430559164,0.00012827494509630083,0.04456679230536742,0.001336286304897736,0.716717,0.0360761,0.00549008,0.00549008,0.7250000000000001,0.75,25103533.890635844,0.6965432298070978,0.015,3.8126400271123595e-06,-0.027933979013914145,0.00415155255552669,0.032085531569440835
8,7,10,0.013632372864637095,0.0005775583063455013,0.0017040466080796369,7.219478829318766e-05,0.01870802478806692,0.0006969963929320186,0.882826,0.0147214,0.00196674,0.00196674,0.9,0.75,25103533.890635844,0.6965432298070978,0.02,2.8594800203342687e-06,-0.011928326256557459,0.001089027135362906,0.013017353391920363
9,2,2,9.529294590927512,0.31150152693077404,1.191161823865939,0.038937690866346755,9.438844015118196,0.14343948545140156,0.0747771,9.52015,1.21484,1.21484,0.07500000000000001,0.25,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-8.338132767061573,-0.009144590927512297,8.328988176134061
9,2,3,7.09669503126179,0.09690629423772917,0.8870868789077238,0.012113286779716147,7.061491825582117,0.07866982979493976,0.124429,7.50239,0.675703,0.675703,0.125,0.25,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-6.2096081523540665,0.4056949687382101,6.615303121092277
9,2,4,5.219356923315423,0.06765518483992956,0.6524196154144278,0.008456898104991195,5.355685338502452,0.06009805610566476,0.173871,5.48568,0.385252,0.385252,0.175,0.25,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-4.566937307900995,0.26632307668457766,4.833260384585572
9,2,5,3.3893458976031616,0.03373155885137384,0.4236682372003952,0.00421644485642173,3.4409208497388843,0.030512238968365035,0.244118,3.48076,0.217381,0.217381,0.25,0.25,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-2.9656776604027666,0.09141410239683845,3.057091762799605
9,2,6,1.813292318605445,0.02464754961919138,0.22666153982568063,0.003080943702398923,1.8121058127374845,0.02116393331469829,0.342789,1.79878,0.105853,0.105853,0.35,0.25,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-1.5866307787797644,-0.014512318605444996,1.5721184601743194
9,2,7,0.9853666908535047,0.023091924435322937,0.12317083635668809,0.002886490554415367,0.9204845403873246,0.019388830136498204,0.441357,0.910273,0.056475,0.056475,0.45,0.25,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.8621958544968166,-0.0750936908535047,0.7871021636433119
9,2,8,0.5803453906013714,0.020721175121595235,0.07254317382517142,0.0025901468901994044,0.5139345172252764,0.014891270178232633,0.551587,0.460167,0.0284953,0.0284953,0.575,0.25,22215782.56804337,0.7193186812558529,0.015,4.171822147136562e-06,-0.5078022167762,-0.12017839060137137,0.3876238261748286
9,2,9,,,0.0,0.0,0.0,0.0,0.688368,0.13231,0.0411312,0.0411312,0.7250000000000001,0.25,22215782.56804337,0.7193186812558529,0.015,4.171822147136562e-06,,,0.13231
9,2,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.25,22215782.56804337,0.7193186812558529,0.02,3.1288666103524208e-06,,,
9,3,2,4.273851589692171,0.09283674070698564,0.5342314487115214,0.011604592588373205,4.481180764935555,0.056012133119406345,0.0744551,4.25244,0.380823,0.380823,0.07500000000000001,0.35,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-3.7396201409806498,-0.021411589692171162,3.7182085512884786
9,3,3,3.303949412623863,0.07188603443388436,0.41299367657798286,0.008985754304235545,3.4540112783584793,0.040642564107582935,0.124662,3.55984,0.242582,0.242582,0.125,0.35,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-2.89095573604588,0.255890587376137,3.146846323422017
9,3,4,2.8048703893806626,0.04429892528985695,0.3506087986725828,0.005537365661232118,2.837263334986681,0.028373607182965943,0.174582,2.85697,0.169993,0.169993,0.175,0.35,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-2.4542615907080796,0.05209961061933743,2.506361201327417
9,3,5,1.8899193766090312,0.021584077489318804,0.2362399220761289,0.0026980096861648505,1.9555673591033953,0.015298183579636492,0.246816,1.98523,0.0942224,0.0942224,0.25,0.35,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-1.6536794545329023,0.09531062339096885,1.7489900779238712
9,3,6,1.123944226940218,0.014592094042572728,0.14049302836752725,0.001824011755321591,1.1787144556695837,0.010715500580114199,0.345852,1.16017,0.0525082,0.0525082,0.35,0.35,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.9834511985726908,0.03622577305978192,1.0196769716324727
9,3,7,0.6459093239096129,0.008961670410413076,0.0807386654887016,0.0011202088013016348,0.6732809983496538,0.00798625521210919,0.445977,0.65789,0.0329591,0.0329591,0.45,0.35,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.5651706584209113,0.01198067609038711,0.5771513345112984
9,3,8,0.3399556419073732,0.004847955647885579,0.04249445523842165,0.0006059944559856973,0.3416656397027486,0.0044680492651659,0.565287,0.326474,0.0186684,0.0186684,0.575,0.35,22215782.56804337,0.7193186812558529,0.015,4.171822147136562e-06,-0.29746118666895155,-0.01348164190737322,0.28397954476157833
9,3,9,0.15745644679091358,0.0038398255790594534,0.019682055848864198,0.0004799781973824317,0.14749920143360715,0.0032605785625330523,0.712691,0.136242,0.0084416,0.0084416,0.7250000000000001,0.35,22215782.56804337,0.7193186812558529,0.015,4.171822147136562e-06,-0.13777439094204938,-0.021214446790913583,0.1165599441511358
9,3,10,0.07341750427837951,0.003143213776718558,0.009177188034797439,0.0003929017220898197,0.06258388263782293,0.002227043407327846,0.874204,0.0544191,0.00296065,0.00296065,0.9,0.35,22215782.56804337,0.7193186812558529,0.02,3.1288666103524208e-06,-0.06424031624358206,-0.01899840427837951,0.04524191196520256
9,4,2,1.877797238371542,0.05158071385261216,0.23472465479644275,0.00644758923157652,2.08309546525432,0.028627240408354057,0.0743909,2.06105,0.147547,0.147547,0.07500000000000001,0.45,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-1.6430725835750992,0.18325276162845783,1.826325345203557
9,4,3,1.585608385557678,0.05498962958950169,0.1982010481947097,0.006873703698687711,1.814087442953225,0.02489875218957965,0.124664,1.80476,0.114837,0.114837,0.125,0.45,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-1.3874073373629683,0.219151614442322,1.6065589518052903
9,4,4,1.0815198219063338,0.01703157717019407,0.13518997773829172,0.0021289471462742587,1.492229721758002,0.019814323188425447,0.174599,1.49459,0.0870922,0.0870922,0.175,0.45,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-0.9463298441680421,0.4130701780936663,1.3594000222617084
9,4,5,1.0380734123928677,0.026260813729703028,0.12975917654910846,0.0032826017162128785,1.0902890149340438,0.011096471424441883,0.247948,1.10153,0.0578533,0.0578533,0.25,0.45,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.9083142358437593,0.06345658760713224,0.9717708234508915
9,4,6,0.7026854616083714,0.01732844364557068,0.08783568270104643,0.002166055455696335,0.7462308167598009,0.008033959500261229,0.347042,0.744498,0.0328066,0.0328066,0.35,0.45,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.614849778907325,0.04181253839162857,0.6566623172989535
9,4,7,0.45031503865065076,0.011071364847347076,0.056289379831331345,0.0013839206059183843,0.48797743671633725,0.0057649193480991045,0.446636,0.470508,0.023694,0.023694,0.45,0.45,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.3940256588193194,0.020192961349349225,0.4142186201686686
9,4,8,0.2548718319354677,0.004741109008222713,0.03185897899193346,0.0005926386260278391,0.28080641595920147,0.003451835938421408,0.566802,0.268046,0.0122561,0.0122561,0.575,0.45,22215782.56804337,0.7193186812558529,0.015,4.171822147136562e-06,-0.22301285294353423,0.01317416806453231,0.23618702100806654
9,4,9,0.13212768721606943,0.0026775723535394117,0.016515960902008676,0.00033469654419242647,0.14018217691575144,0.0024200146719595373,0.717301,0.128869,0.00679679,0.00679679,0.7250000000000001,0.45,22215782.56804337,0.7193186812558529,0.015,4.171822147136562e-06,-0.11561172631406076,-0.0032586872160694225,0.11235303909799134
9,4,10,0.05698562199005838,0.0013985752940219689,0.007123202748757298,0.0001748219117527461,0.05742752127078737,0.0012907271389399296,0.885503,0.0522467,0.00396395,0.00396395,0.9,0.45,22215782.56804337,0.7193186812558529,0.02,3.1288666103524208e-06,-0.04986241924130108,-0.004738921990058383,0.045123497251242706
9,5,2,0.9399602290409969,0.0379075208687806,0.1174950286301246,0.004738440108597576,1.201885430459645,0.019513942677931887,0.074146,1.19607,0.0901714,0.0901714,0.07500000000000001,0.55,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-0.8224652004108722,0.2561097709590031,1.0785749713698753
9,5,3,0.7779048648930063,0.046461149488698984,0.09723810811162578,0.005807643686087373,1.0214919369020576,0.017251000309155936,0.124435,1.01261,0.0721146,0.0721146,0.125,0.55,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-0.6806667567813804,0.23470513510699376,0.9153718918883742
9,5,4,0.6384658853964311,0.018504418461117746,0.07980823567455389,0.0023130523076397187,0.9027346692904028,0.014643046275940664,0.174498,0.880594,0.0494029,0.0494029,0.175,0.55,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-0.5586576497218773,0.24212811460356887,0.8007857643254461
9,5,5,0.5552967511028679,0.024943238287111962,0.06941209388785849,0.003117904785888996,0.6397079101356945,0.008965594756058976,0.248068,0.647181,0.0354223,0.0354223,0.25,0.55,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.4858846572150094,0.09188424889713209,0.5777689061121415
9,5,6,0.336756260138607,0.004907395008694956,0.042094532517325874,0.0006134243760868694,0.46286023543787885,0.006280096176534574,0.347833,0.460421,0.0243571,0.0243571,0.35,0.55,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.2946617276212811,0.12366473986139304,0.41832646748267416
9,5,7,0.2830656754877305,0.012639866472528169,0.03538320943596631,0.0015799833090660211,0.3300067582788999,0.004686125556090535,0.447428,0.318312,0.0171318,0.0171318,0.45,0.55,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.24768246605176417,0.0352463245122695,0.2829287905640337
9,5,8,0.15244244689671893,0.0022093902760478416,0.019055305862089866,0.0002761737845059802,0.208769345270639,0.00289963614378679,0.567944,0.200148,0.0119977,0.0119977,0.575,0.55,22215782.56804337,0.7193186812558529,0.015,4.171822147136562e-06,-0.13338714103462906,0.04770555310328106,0.18109269413791013
9,5,9,0.08660142805908808,0.0016167201069195516,0.01082517850738601,0.00020209001336494396,0.11650382110974447,0.002065330839975734,0.717129,0.106723,0.00631694,0.00631694,0.7250000000000001,0.55,22215782.56804337,0.7193186812558529,0.015,4.171822147136562e-06,-0.07577624955170206,0.020121571940911923,0.09589782149261399
9,5,10,0.04763414585916451,0.001429508252851974,0.005954268232395564,0.00017868853160649676,0.05423217226758579,0.0011583281245805912,0.885341,0.0482476,0.00268941,0.00268941,0.9,0.55,22215782.56804337,0.7193186812558529,0.02,3.1288666103524208e-06,-0.041679877626768946,0.0006134541408354885,0.042293331767604435
9,6,2,0.6015576860012872,0.02928636507341744,0.0751947107501609,0.003660795634177179,0.7032472937774282,0.012495118291450117,0.073825,0.6834,0.0546136,0.0546136,0.07500000000000001,0.6499999999999999,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-0.5263629752511263,0.08184231399871278,0.6082052892498391
9,6,3,0.4343248363302833,0.015212695163434214,0.05429060454128541,0.0019015868954292768,0.5930368461657437,0.01207927606595375,0.124296,0.586842,0.0327283,0.0327283,0.125,0.6499999999999999,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-0.38003423178899787,0.15251716366971668,0.5325513954587145
9,6,4,0.3941015564956825,0.018135326283146815,0.04926269456196032,0.0022669157853933515,0.5281542788880422,0.011320320119129163,0.174283,0.505222,0.0422833,0.0422833,0.175,0.6499999999999999,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-0.3448388619337222,0.11112044350431743,0.45595930543803964
9,6,5,0.3045945015700661,0.007592615522329586,0.038074312696258265,0.0009490769402911983,0.4221809502169957,0.006764584283170997,0.248045,0.420009,0.0339259,0.0339259,0.25,0.6499999999999999,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.26652018887380785,0.1154144984299339,0.38193468730374175
9,6,6,0.21786165595581763,0.004059980084993957,0.027232706994477204,0.0005074975106242446,0.30371561034172795,0.005128428117173594,0.34767,0.295243,0.0207046,0.0207046,0.35,0.6499999999999999,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.19062894896134042,0.07738134404418234,0.26801029300552276
9,6,7,0.1613251308422208,0.003127605684525298,0.0201656413552776,0.00039095071056566223,0.22171413526037034,0.0038706355842649657,0.44736,0.208843,0.0167379,0.0167379,0.45,0.6499999999999999,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.1411594894869432,0.0475178691577792,0.1886773586447224
9,6,8,0.09732955778043548,0.0017973809420842647,0.012166194722554431,0.0002246726177605331,0.13436460999422511,0.0023419554028475446,0.568296,0.127378,0.00933066,0.00933066,0.575,0.6499999999999999,22215782.56804337,0.7193186812558529,0.015,4.171822147136562e-06,-0.08516336305788105,0.030048442219564514,0.11521180527744557
9,6,9,0.05606721543202191,0.0012553808466375953,0.0070084019290027385,0.0001569226058296994,0.0787485406137857,0.0017033050564317104,0.716456,0.0696747,0.00556684,0.00556684,0.7250000000000001,0.6499999999999999,22215782.56804337,0.7193186812558529,0.015,4.171822147136562e-06,-0.04905881350301917,0.013607484567978098,0.06266629807099727
9,6,10,0.0235270503638125,0.000663547115137418,0.002940881295476563,8.294338939217726e-05,0.03225308862598292,0.0008540537015138986,0.881731,0.0283074,0.00217484,0.00217484,0.9,0.6499999999999999,22215782.56804337,0.7193186812558529,0.02,3.1288666103524208e-06,-0.02058616906833594,0.004780349636187498,0.025366518704523437
9,7,2,0.3950698797516833,0.018166444939691904,0.04938373496896042,0.0022708056174614885,0.41419439995648555,0.00862345317096179,0.0737574,0.403486,0.0412466,0.0412466,0.07500000000000001,0.75,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-0.34568614478272286,0.008416120248316727,0.3541022650310396
9,7,3,0.26194338531136907,0.015017221201327013,0.032742923163921134,0.0018771526501658766,0.34524663294674557,0.008223506963021864,0.123931,0.323518,0.0320985,0.0320985,0.125,0.75,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-0.22920046214744794,0.0615746146886309,0.29077507683607884
9,7,4,0.21659712075962056,0.009294611082223809,0.027074640094952574,0.0011618263852779759,0.29927061823723866,0.007376126805484581,0.174278,0.276714,0.0310016,0.0310016,0.175,0.75,22215782.56804337,0.7193186812558529,0.005,1.2515466441409683e-05,-0.18952248066466798,0.06011687924037945,0.24963935990504743
9,7,5,0.17784117963070442,0.009104855563411169,0.022230147453838053,0.001138106945426396,0.22099450036073204,0.0044475509218263294,0.246961,0.207,0.0213952,0.0213952,0.25,0.75,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.15561103217686637,0.02915882036929557,0.18476985254616193
9,7,6,0.12079547224101994,0.004221388312386471,0.01509943403012749,0.0005276735390483089,0.15716623370596486,0.003391566929482956,0.346687,0.140991,0.014897,0.014897,0.35,0.75,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.10569603821089245,0.020195527758980064,0.12589156596987253
9,7,7,0.07337297453035409,0.002194123481171778,0.009171621816294261,0.0002742654351464722,0.10243586915691084,0.0025906346428692345,0.44648,0.0899163,0.0089742,0.0089742,0.45,0.75,22215782.56804337,0.7193186812558529,0.01,6.2577332207048416e-06,-0.06420135271405983,0.016543325469645917,0.08074467818370575
9,7,8,0.03746506008040544,0.0011256162144069376,0.00468313251005068,0.0001407020268008672,0.052188622348314416,0.001443525062710255,0.563712,0.0434943,0.0047343,0.0047343,0.575,0.75,22215782.56804337,0.7193186812558529,0.015,4.171822147136562e-06,-0.03278192757035476,0.006029239919594559,0.03881116748994932
9,7,9,0.01241574440728626,0.0006653828497605509,0.0015519680509107825,8.317285622006887e-05,0.016823300013034108,0.0008116255975443576,0.712442,0.0128466,0.0022093,0.0022093,0.7250000000000001,0.75,22215782.56804337,0.7193186812558529,0.015,4.171822147136562e-06,-0.010863776356375476,0.00043085559271374,0.011294631949089216
9,7,10,0.0024877053621822536,0.0002795386482136307,0.0003109631702727817,3.4942331026703836e-05,0.0045057607596695175,0.00047487650648668066,0.868624,0.00336697,0.000840196,0.000840196,0.9,0.75,22215782.56804337,0.7193186812558529,0.02,3.1288666103524208e-06,-0.002176742191909472,0.0008792646378177464,0.0030560068297272184
10,2,2,10.370038131600332,0.2944686069762125,1.2962547664500415,0.036808575872026565,10.524258827883175,0.16420600885264627,0.0738199,10.7687,1.79461,1.79461,0.07500000000000001,0.25,24506937.18200342,0.7155446472274737,0.005,1.140523454565119e-05,-9.073783365150291,0.3986618683996692,9.472445233549958
10,2,3,8.022520245586579,0.1090749260734707,1.0028150306983223,0.01363436575918384,8.121668036890936,0.09213826639887913,0.123928,8.26933,1.06484,1.06484,0.125,0.25,24506937.18200342,0.7155446472274737,0.005,1.140523454565119e-05,-7.019705214888257,0.24680975441342135,7.266514969301678
10,2,4,6.060498493696135,0.09026868431533495,0.7575623117120168,0.01128358553941687,6.118495993766769,0.07831814987980423,0.173352,6.13386,0.549821,0.549821,0.175,0.25,24506937.18200342,0.7155446472274737,0.005,1.140523454565119e-05,-5.302936181984117,0.07336150630386573,5.376297688287983
10,2,5,3.7477887199838302,0.054576771985980634,0.4684735899979788,0.006822096498247579,3.7281280567160944,0.04850925415043423,0.241605,3.78007,0.338289,0.338289,0.25,0.25,24506937.18200342,0.7155446472274737,0.01,5.702617272825595e-06,-3.2793151299858514,0.03228128001616959,3.311596410002021
10,2,6,2.1938372122234893,0.06943703228452577,0.27422965152793616,0.008679629035565722,1.9689905657420188,0.03799621513196473,0.340312,1.91227,0.132651,0.132651,0.35,0.25,24506937.18200342,0.7155446472274737,0.01,5.702617272825595e-06,-1.9196075606955532,-0.28156721222348935,1.6380403484720638
10,2,7,0.8488494416362444,0.03317694056652617,0.10610618020453055,0.004147117570815771,1.093612583084838,0.03889215459684097,0.437465,0.954807,0.0919348,0.0919348,0.45,0.25,24506937.18200342,0.7155446472274737,0.01,5.702617272825595e-06,-0.7427432614317139,0.10595755836375553,0.8487008197954694
10,2,8,0.09976935746022413,0.01637073070547438,0.012471169682528016,0.0020463413381842975,0.21161240603768347,0.03472258217721346,0.533533,0.365944,0.131181,0.131181,0.575,0.25,24506937.18200342,0.7155446472274737,0.015,3.801744848550397e-06,-0.08729818777769612,0.26617464253977585,0.35347283031747195
10,2,9,,,0.0,0.0,0.0,0.0,,,,,0.7250000000000001,0.25,24506937.18200342,0.7155446472274737,0.015,3.801744848550397e-06,,,
10,2,10,,,0.0,0.0,0.0,0.0,,,,,0.9,0.25,24506937.18200342,0.7155446472274737,0.02,2.8513086364127974e-06,,,
10,3,2,4.442125794538177,0.05672792655537778,0.5552657243172722,0.007090990819422223,4.651353544344017,0.05399081299960733,0.073716,4.67186,0.265446,0.265446,0.07500000000000001,0.35,24506937.18200342,0.7155446472274737,0.005,1.140523454565119e-05,-3.886860070220905,0.22973420546182233,4.116594275682727
10,3,3,3.784951145538941,0.07763889938183997,0.4731188931923676,0.009704862422729995,3.8376349562167063,0.0382194176586203,0.124193,3.85583,0.180699,0.180699,0.125,0.35,24506937.18200342,0.7155446472274737,0.005,1.140523454565119e-05,-3.3118322523465733,0.07087885446105924,3.3827111068076325
10,3,4,2.9950043675507723,0.04120583108650525,0.37437554594384653,0.005150728885813157,3.0024593248954634,0.0324305564227847,0.174207,3.0526,0.137294,0.137294,0.175,0.35,24506937.18200342,0.7155446472274737,0.005,1.140523454565119e-05,-2.6206288216069256,0.05759563244922772,2.6782244540561533
10,3,5,2.037739624793622,0.021153750653004295,0.25471745309920274,0.002644218831625537,2.067761545379448,0.01802768275920573,0.245299,2.08208,0.101543,0.101543,0.25,0.35,24506937.18200342,0.7155446472274737,0.01,5.702617272825595e-06,-1.7830221716944192,0.04434037520637801,1.8273625469007972
10,3,6,1.1807311785715455,0.015115802089973346,0.1475913973214432,0.0018894752612466682,1.1937417898456641,0.012432834978007462,0.344519,1.16538,0.0566733,0.0566733,0.35,0.35,24506937.18200342,0.7155446472274737,0.01,5.702617272825595e-06,-1.0331397812501024,-0.015351178571545443,1.017788602678557
10,3,7,0.686003374537889,0.013067369076317522,0.0857504218172361,0.0016334211345396903,0.640390645921377,0.00962387898038557,0.444303,0.620197,0.0360198,0.0360198,0.45,0.35,24506937.18200342,0.7155446472274737,0.01,5.702617272825595e-06,-0.6002529527206528,-0.06580637453788896,0.5344465781827639
10,3,8,0.3706562761750093,0.011028033745036076,0.04633203452187616,0.0013785042181295095,0.31586414995016754,0.0060121316240188275,0.560358,0.291454,0.0181545,0.0181545,0.575,0.35,24506937.18200342,0.7155446472274737,0.015,3.801744848550397e-06,-0.3243242416531331,-0.0792022761750093,0.24512196547812382
10,3,9,0.09673307843249974,0.003856386386514654,0.012091634804062468,0.00048204829831433174,0.11942975945574542,0.004566311966689016,0.706923,0.11006,0.00657869,0.00657869,0.7250000000000001,0.35,24506937.18200342,0.7155446472274737,0.015,3.801744848550397e-06,-0.08464144362843727,0.01332692156750026,0.09796836519593753
10,3,10,0.004400792891216807,0.001015849086519824,0.0005500991114021007,0.000126981135814978,0.0054376693130808755,0.0012551945844837878,0.86113,0.0285078,0.00505205,0.00505205,0.9,0.35,24506937.18200342,0.7155446472274737,0.02,2.8513086364127974e-06,-0.003850693779814706,0.024107007108783194,0.0279577008885979
10,4,2,2.2473224929380766,0.037777235828887853,0.2809153116172596,0.004722154478610982,2.360533469403897,0.02853163985519875,0.0738897,2.32147,0.145869,0.145869,0.07500000000000001,0.45,24506937.18200342,0.7155446472274737,0.005,1.140523454565119e-05,-1.966407181320817,0.07414750706192352,2.0405546883827403
10,4,3,1.8587075934110813,0.03122752673796056,0.23233844917638516,0.00390344084224507,1.9879912462123297,0.02326986559450081,0.124267,2.00035,0.115888,0.115888,0.125,0.45,24506937.18200342,0.7155446472274737,0.005,1.140523454565119e-05,-1.6263691442346961,0.1416424065889188,1.768011550823615
10,4,4,1.589615898193017,0.034262012905406626,0.19870198727412713,0.004282751613175828,1.6814834350539198,0.019367987406577657,0.174377,1.6594,0.082949,0.082949,0.175,0.45,24506937.18200342,0.7155446472274737,0.005,1.140523454565119e-05,-1.39091391091889,0.06978410180698291,1.4606980127258729
10,4,5,1.1237614892469763,0.017478579524859147,0.14047018615587206,0.0021848224406073933,1.210790679089364,0.010513406125183795,0.247064,1.21157,0.0506946,0.0506946,0.25,0.45,24506937.18200342,0.7155446472274737,0.01,5.702617272825595e-06,-0.9832913030911042,0.08780851075302376,1.071099813844128
10,4,6,0.7232144878988721,0.010731177492205887,0.09040181098735901,0.0013413971865257354,0.7696858214119253,0.007998424842463997,0.345781,0.756567,0.0335463,0.0335463,0.35,0.45,24506937.18200342,0.7155446472274737,0.01,5.702617272825595e-06,-0.6328126769115131,0.033352512101127885,0.666165189012641
10,4,7,0.44931630843406994,0.00850362364347643,0.05616453855425873,0.0010629529554345536,0.47181202896866137,0.006132130172416965,0.445476,0.458198,0.0196523,0.0196523,0.45,0.45,24506937.18200342,0.7155446472274737,0.01,5.702617272825595e-06,-0.3931517698798112,0.00888169156593005,0.40203346144574126
10,4,8,0.2537692752551028,0.004798213905263392,0.03172115940688785,0.000599776738157924,0.25387749758361233,0.003663543513846925,0.564207,0.240484,0.0101382,0.0101382,0.575,0.45,24506937.18200342,0.7155446472274737,0.015,3.801744848550397e-06,-0.22204811584821493,-0.013285275255102785,0.20876284059311215
10,4,9,0.11262062958816345,0.0031054668944719326,0.014077578698520433,0.0003881833618089916,0.10090712458086977,0.002315065328195322,0.713534,0.094482,0.00484893,0.00484893,0.7250000000000001,0.45,24506937.18200342,0.7155446472274737,0.015,3.801744848550397e-06,-0.09854305088964302,-0.018138629588163452,0.08040442130147957
10,4,10,0.03870780190470047,0.0022044801565111348,0.004838475238087558,0.0002755600195638918,0.027945921916843506,0.001046847893308398,0.876624,0.0250934,0.0020921,0.0020921,0.9,0.45,24506937.18200342,0.7155446472274737,0.02,2.8513086364127974e-06,-0.03386932666661291,-0.013614401904700469,0.02025492476191244
10,5,2,1.2076815691676541,0.02607971828476783,0.1509601961459568,0.0032599647855959795,1.3173800020593505,0.01706781654180994,0.0734471,1.30577,0.0800881,0.0800881,0.07500000000000001,0.55,24506937.18200342,0.7155446472274737,0.005,1.140523454565119e-05,-1.0567213730216973,0.09808843083234597,1.1548098038540433
10,5,3,0.9843985640196105,0.026335060258221875,0.12304982050245131,0.003291882532277735,1.1160089962183575,0.01639082179870129,0.124087,1.11343,0.0571149,0.0571149,0.125,0.55,24506937.18200342,0.7155446472274737,0.005,1.140523454565119e-05,-0.8613487435171592,0.12903143598038946,0.9903801794975486
10,5,4,0.8987490069260062,0.024756277927986813,0.11234362586575078,0.0030945347409983516,0.9959177790157969,0.014390976023702803,0.174248,0.975415,0.0551506,0.0551506,0.175,0.55,24506937.18200342,0.7155446472274737,0.005,1.140523454565119e-05,-0.7864053810602555,0.0766659930739938,0.8630713741342493
10,5,5,0.7070295113385301,0.01650350058510305,0.08837868891731626,0.0020629375731378813,0.7350873835861605,0.008032207355902241,0.247524,0.734132,0.0321946,0.0321946,0.25,0.55,24506937.18200342,0.7155446472274737,0.01,5.702617272825595e-06,-0.6186508224212138,0.027102488661469915,0.6457533110826837
10,5,6,0.46579198961708584,0.011163489564899279,0.05822399870213573,0.0013954361956124098,0.49716360672132476,0.005757941243318439,0.346942,0.486721,0.0248914,0.0248914,0.35,0.55,24506937.18200342,0.7155446472274737,0.01,5.702617272825595e-06,-0.4075679909149501,0.02092901038291417,0.4284970012978643
