xq2_bin,ybin,z_bin,pt2_bin,nphi,content,error
15,16,2,8,8,0.0,0.0
15,16,2,9,8,0.0,0.0
15,16,2,10,8,0.0,0.0
15,16,2,11,8,0.0,0.0
15,16,3,1,8,68215.74893913236,746.8026010403737
15,16,3,2,8,51652.72772931311,671.1883716795317
15,16,3,3,8,41167.822979533645,524.1487317454739
15,16,3,4,8,32542.06626431122,492.45561856022687
15,16,3,5,8,41237.61239612904,459.37414439191355
15,16,3,6,8,19630.22839838157,309.0380200606226
15,16,3,7,8,8732.18953493245,232.38902972161407
15,16,3,8,8,4136.135726674976,209.52839083266147
15,16,3,9,8,217.39145787293126,27.43090751068371
15,16,3,10,8,0.0,0.0
15,16,3,11,8,0.0,0.0
15,16,4,1,8,37180.29209002169,308.44015947409673
15,16,4,2,8,28773.6566293982,384.77987318052027
15,16,4,3,8,21756.548501653233,292.13596861351436
15,16,4,4,8,16850.826182366232,250.83094550268603
15,16,4,5,8,22526.45527285919,307.65994022527406
15,16,4,6,8,11541.864635017986,210.36505903024357
15,16,4,7,8,5592.681724279971,138.51805594594364
15,16,4,8,8,3204.7409970057647,100.72528936154433
15,16,4,9,8,756.1948132568156,43.344024772680385
15,16,4,10,8,81.99988993622092,9.51674275776472
15,16,4,11,8,0.0,0.0
15,16,5,1,8,19685.901119191913,166.52061030903047
15,16,5,2,8,14530.88486265197,188.81054370090513
15,16,5,3,8,10584.275065589653,182.28222442488325
15,16,5,4,8,8234.0935554578,178.88617307522333
15,16,5,5,8,10548.541871461635,203.91645673651217
15,16,5,6,8,5963.928976286822,157.39971748073606
15,16,5,7,8,3023.596618345703,119.68884168038086
15,16,5,8,8,1488.2271598618563,68.75052373639322
15,16,5,9,8,359.0622778420369,17.60994510943482
15,16,5,10,8,67.53405480973423,11.133168200452673
15,16,5,11,8,0.0,0.0
15,16,6,1,8,7595.0310453445445,92.07242421669449
15,16,6,2,8,5722.0326354539675,94.89347210795145
15,16,6,3,8,4397.691030132665,100.29338102169271
15,16,6,4,8,2905.1379265391215,88.29358723292991
15,16,6,5,8,3127.5653242386347,90.6066921211811
15,16,6,6,8,1635.4877759933124,73.29043030799268
15,16,6,7,8,557.1951612974866,22.832137973875785
15,16,6,8,8,312.8065751216469,17.10780396031232
15,16,6,9,8,0.0,0.0
15,16,6,10,8,0.0,0.0
15,16,6,11,8,0.0,0.0
15,16,7,1,8,1344.5207621678308,34.00893245795815
15,16,7,2,8,1072.1134862972294,36.95122298448792
15,16,7,3,8,559.5742916418776,31.132531617406695
15,16,7,4,8,292.44762516938516,23.545848136373735
15,16,7,5,8,334.40797898573675,25.9147486377933
15,16,7,6,8,51.21485913328104,8.537559179349413
15,16,7,7,8,0.0,0.0
15,16,7,8,8,0.0,0.0
15,16,7,9,8,0.0,0.0
15,16,7,10,8,0.0,0.0
15,16,7,11,8,0.0,0.0
15,16,8,1,8,0.0,0.0
15,16,8,2,8,0.0,0.0
15,16,8,3,8,0.0,0.0
15,16,8,4,8,0.0,0.0
15,16,8,5,8,0.0,0.0
15,16,8,6,8,0.0,0.0
15,16,8,7,8,0.0,0.0
15,16,8,8,8,0.0,0.0
15,16,8,9,8,0.0,0.0
15,16,8,10,8,0.0,0.0
15,16,8,11,8,0.0,0.0
16,17,1,1,8,1510752.1239543841,111063.01539902398
16,17,1,2,8,423460.9114310123,13177.330495677197
16,17,1,3,8,216175.18021509954,5070.698063896997
16,17,1,4,8,122680.0533973831,3146.767635903327
16,17,1,5,8,109540.14267317545,5078.102642676295
16,17,1,6,8,0.0,0.0
16,17,1,7,8,0.0,0.0
