xq2_center,xq2_bin,iy,z_bin,pt2_bin,z_label,pt2_label,rootfile,source,npoints,p0,p1,p2,chi2,ndf,status
14.000000,14,15,8,6,0.80–1.00,0.30–0.40,measData_times_truth_over_meas.root,file1,6,2768.961471,-526.5102856,-940.0445139,8.282472965,3,0
14.000000,14,15,8,7,0.80–1.00,0.40–0.50,measData_times_truth_over_meas.root,file1,6,1765.903348,-598.3648492,-555.5432809,1.850258184,3,0
14.000000,14,15,8,8,0.80–1.00,0.50–0.65,measData_times_truth_over_meas.root,file1,6,2141.452042,680.5252846,62.61444504,29.42074057,3,0
14.000000,14,15,8,9,0.80–1.00,0.65–0.80,measData_times_truth_over_meas.root,file1,6,944.1249625,278.3291455,29.0798113,44.28156269,3,0
15.000000,15,16,1,1,0.00–0.20,0.00–0.05,measData_times_truth_over_meas.root,file1,8,1952609.296,836169.5166,442366.864,8.122277798,5,0
15.000000,15,16,1,1,0.00–0.20,0.00–0.05,measData_times_truth_over_meas.root,file2,8,1932050.666,827333.2146,437682.7725,8.121259071,5,0
15.000000,15,16,1,2,0.00–0.20,0.05–0.10,measData_times_truth_over_meas.root,file1,7,861843.4645,51115.02138,234353.2769,8.940324115,4,0
15.000000,15,16,1,2,0.00–0.20,0.05–0.10,measData_times_truth_over_meas.root,file2,7,838211.7194,49710.362,227898.0942,8.945975886,4,0
15.000000,15,16,1,3,0.00–0.20,0.10–0.15,measData_times_truth_over_meas.root,file1,7,381983.2684,-26375.4954,21359.30505,12.89898876,4,0
15.000000,15,16,1,3,0.00–0.20,0.10–0.15,measData_times_truth_over_meas.root,file2,7,360343.0122,-24874.45808,20132.04392,12.89501524,4,0
15.000000,15,16,2,1,0.20–0.30,0.00–0.05,measData_times_truth_over_meas.root,file1,8,222697.661,-12720.08767,20746.727,8.649346457,5,0
15.000000,15,16,2,1,0.20–0.30,0.00–0.05,measData_times_truth_over_meas.root,file2,8,222697.661,-12720.08767,20746.727,8.649346457,5,0
15.000000,15,16,2,2,0.20–0.30,0.05–0.10,measData_times_truth_over_meas.root,file1,8,166348.7514,-3918.909756,9106.633607,14.28582038,5,0
15.000000,15,16,2,2,0.20–0.30,0.05–0.10,measData_times_truth_over_meas.root,file2,8,166348.7514,-3918.909756,9106.633607,14.28582038,5,0
15.000000,15,16,2,3,0.20–0.30,0.10–0.15,measData_times_truth_over_meas.root,file1,8,123865.8145,6293.90234,-186.2234564,9.788751669,5,0
15.000000,15,16,2,3,0.20–0.30,0.10–0.15,measData_times_truth_over_meas.root,file2,8,123865.6318,6293.624188,-186.4627396,9.789211499,5,0
15.000000,15,16,2,4,0.20–0.30,0.15–0.20,measData_times_truth_over_meas.root,file1,8,86808.10493,1858.163262,-3326.609545,5.418166963,5,0
15.000000,15,16,2,4,0.20–0.30,0.15–0.20,measData_times_truth_over_meas.root,file2,8,86268.45885,1845.535475,-3218.605525,5.288263647,5,0
15.000000,15,16,2,5,0.20–0.30,0.20–0.30,measData_times_truth_over_meas.root,file1,8,102178.2854,-6961.094814,-5941.902586,32.01402098,5,0
15.000000,15,16,2,5,0.20–0.30,0.20–0.30,measData_times_truth_over_meas.root,file2,8,95750.88065,-6583.727465,-5580.301855,31.79713145,5,0
15.000000,15,16,2,6,0.20–0.30,0.30–0.40,measData_times_truth_over_meas.root,file1,7,59807.84385,-18939.43074,3719.496069,3.839577242,4,0
15.000000,15,16,2,6,0.20–0.30,0.30–0.40,measData_times_truth_over_meas.root,file2,7,48463.8766,-15317.78523,3004.630663,3.875666233,4,0
15.000000,15,16,3,1,0.30–0.40,0.00–0.05,measData_times_truth_over_meas.root,file1,8,99963.53557,-4113.915993,5560.77026,37.49255041,5,0
15.000000,15,16,3,1,0.30–0.40,0.00–0.05,measData_times_truth_over_meas.root,file2,8,99963.53557,-4113.915993,5560.77026,37.49255041,5,0
15.000000,15,16,3,2,0.30–0.40,0.05–0.10,measData_times_truth_over_meas.root,file1,8,74857.23201,-2327.639158,4254.212446,25.82759918,5,0
15.000000,15,16,3,2,0.30–0.40,0.05–0.10,measData_times_truth_over_meas.root,file2,8,74856.00187,-2328.736333,4255.505596,25.8304152,5,0
15.000000,15,16,3,3,0.30–0.40,0.10–0.15,measData_times_truth_over_meas.root,file1,8,60464.67774,1153.621997,-882.4126152,5.060650945,5,0
15.000000,15,16,3,3,0.30–0.40,0.10–0.15,measData_times_truth_over_meas.root,file2,8,60447.11017,1159.274194,-864.9916188,5.042298199,5,0
15.000000,15,16,3,4,0.30–0.40,0.15–0.20,measData_times_truth_over_meas.root,file1,8,49266.8481,2266.947248,1823.406726,5.987826997,5,0
15.000000,15,16,3,4,0.30–0.40,0.15–0.20,measData_times_truth_over_meas.root,file2,8,48329.18916,1797.25565,1653.086544,5.771713648,5,0
15.000000,15,16,3,5,0.30–0.40,0.20–0.30,measData_times_truth_over_meas.root,file1,8,64746.61642,5795.009838,-1010.03905,15.95761976,5,0
15.000000,15,16,3,5,0.30–0.40,0.20–0.30,measData_times_truth_over_meas.root,file2,8,60007.39795,4388.815829,-736.3792052,5.070590472,5,0
15.000000,15,16,3,6,0.30–0.40,0.30–0.40,measData_times_truth_over_meas.root,file1,8,33573.79396,472.9441955,-40.00233763,9.847809851,5,0
15.000000,15,16,3,6,0.30–0.40,0.30–0.40,measData_times_truth_over_meas.root,file2,8,28545.66576,-19.57903458,185.2778588,8.324261095,5,0
15.000000,15,16,3,7,0.30–0.40,0.40–0.50,measData_times_truth_over_meas.root,file1,8,17787.97843,-1425.507527,1209.550427,3.807077152,5,0
15.000000,15,16,3,7,0.30–0.40,0.40–0.50,measData_times_truth_over_meas.root,file2,8,12978.31454,-1491.420358,730.4069495,4.290825277,5,0
15.000000,15,16,3,8,0.30–0.40,0.50–0.65,measData_times_truth_over_meas.root,file1,7,12435.87195,-2463.959661,748.271013,2.964969765,4,0
15.000000,15,16,3,8,0.30–0.40,0.50–0.65,measData_times_truth_over_meas.root,file2,7,6861.232629,-1533.921972,527.2307509,3.069248969,4,0
15.000000,15,16,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file1,8,54803.17932,-770.4481187,-184.4784397,31.26140495,5,0
15.000000,15,16,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file2,8,54722.20419,-844.5057277,-241.7448491,32.348994,5,0
15.000000,15,16,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file1,8,42744.64255,-1855.315043,-821.7502262,6.557211831,5,0
15.000000,15,16,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file2,8,41829.88985,-2481.734723,-745.7698478,12.01897664,5,0
15.000000,15,16,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file1,8,33457.4369,-1592.006522,-312.3263652,8.693601992,5,0
15.000000,15,16,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file2,8,32080.31196,-1953.133244,-261.3024772,6.994379836,5,0
15.000000,15,16,4,4,0.40–0.50,0.15–0.20,measData_times_truth_over_meas.root,file1,8,27803.16684,725.4622904,640.6589356,16.0424748,5,0
15.000000,15,16,4,4,0.40–0.50,0.15–0.20,measData_times_truth_over_meas.root,file2,8,25177.8226,-477.3766901,201.1517811,18.840512,5,0
15.000000,15,16,4,5,0.40–0.50,0.20–0.30,measData_times_truth_over_meas.root,file1,8,40141.54781,4651.535183,1391.249909,15.8469098,5,0
15.000000,15,16,4,5,0.40–0.50,0.20–0.30,measData_times_truth_over_meas.root,file2,8,33400.37308,1769.020596,1108.180419,16.00788028,5,0
15.000000,15,16,4,6,0.40–0.50,0.30–0.40,measData_times_truth_over_meas.root,file1,8,23145.32466,2858.198421,1459.097405,16.38562378,5,0
15.000000,15,16,4,6,0.40–0.50,0.30–0.40,measData_times_truth_over_meas.root,file2,8,17041.6011,946.4975412,1385.765124,11.21243069,5,0
15.000000,15,16,4,7,0.40–0.50,0.40–0.50,measData_times_truth_over_meas.root,file1,8,13704.67441,848.8032424,1662.86968,3.831811795,5,0
15.000000,15,16,4,7,0.40–0.50,0.40–0.50,measData_times_truth_over_meas.root,file2,8,8320.321574,-696.4215036,780.4937679,7.169682958,5,0
15.000000,15,16,4,8,0.40–0.50,0.50–0.65,measData_times_truth_over_meas.root,file1,8,9244.277039,91.90986386,1018.276933,10.82260367,5,0
15.000000,15,16,4,8,0.40–0.50,0.50–0.65,measData_times_truth_over_meas.root,file2,8,4698.38753,-234.7547119,565.5487113,8.122980441,5,0
15.000000,15,16,4,9,0.40–0.50,0.65–0.80,measData_times_truth_over_meas.root,file1,8,3840.031016,-734.4621295,554.4694813,31.14758517,5,0
15.000000,15,16,4,9,0.40–0.50,0.65–0.80,measData_times_truth_over_meas.root,file2,7,1163.990011,-437.7107184,183.3061402,26.6774802,4,0
15.000000,15,16,5,1,0.50–0.60,0.00–0.05,measData_times_truth_over_meas.root,file1,8,31499.44412,-354.1792991,-638.207367,10.46473043,5,0
15.000000,15,16,5,1,0.50–0.60,0.00–0.05,measData_times_truth_over_meas.root,file2,8,28830.95011,-510.112937,-636.6617121,14.25773598,5,0
15.000000,15,16,5,2,0.50–0.60,0.05–0.10,measData_times_truth_over_meas.root,file1,8,25261.49158,173.5787607,42.24389461,2.223268814,5,0
15.000000,15,16,5,2,0.50–0.60,0.05–0.10,measData_times_truth_over_meas.root,file2,8,21407.29271,-622.4684634,-283.9213087,4.68167976,5,0
15.000000,15,16,5,3,0.50–0.60,0.10–0.15,measData_times_truth_over_meas.root,file1,8,19204.59984,-1185.136979,-618.4224811,4.496120656,5,0
15.000000,15,16,5,3,0.50–0.60,0.10–0.15,measData_times_truth_over_meas.root,file2,8,15540.18509,-1502.050009,-399.6440269,2.475485625,5,0
15.000000,15,16,5,4,0.50–0.60,0.15–0.20,measData_times_truth_over_meas.root,file1,8,15856.13934,-1277.869847,279.7257437,11.759255,5,0
15.000000,15,16,5,4,0.50–0.60,0.15–0.20,measData_times_truth_over_meas.root,file2,8,11862.88417,-1926.001574,-180.9505998,10.51565796,5,0
15.000000,15,16,5,5,0.50–0.60,0.20–0.30,measData_times_truth_over_meas.root,file1,8,22676.83335,-542.737787,248.7352031,15.41982937,5,0
15.000000,15,16,5,5,0.50–0.60,0.20–0.30,measData_times_truth_over_meas.root,file2,8,15511.40703,-1112.428027,488.3927333,18.98561017,5,0
15.000000,15,16,5,6,0.50–0.60,0.30–0.40,measData_times_truth_over_meas.root,file1,8,14787.16231,-1068.579048,-145.356456,2.248070754,5,0
15.000000,15,16,5,6,0.50–0.60,0.30–0.40,measData_times_truth_over_meas.root,file2,8,8309.111961,-911.2689939,-108.3428109,4.569057751,5,0
15.000000,15,16,5,7,0.50–0.60,0.40–0.50,measData_times_truth_over_meas.root,file1,8,9253.439416,-465.6805105,456.1426154,1.102327988,5,0
15.000000,15,16,5,7,0.50–0.60,0.40–0.50,measData_times_truth_over_meas.root,file2,8,4343.448674,-226.7743789,233.8663444,1.25448529,5,0
15.000000,15,16,5,8,0.50–0.60,0.50–0.65,measData_times_truth_over_meas.root,file1,8,7590.288728,-927.1989782,1196.588297,14.27217528,5,0
15.000000,15,16,5,8,0.50–0.60,0.50–0.65,measData_times_truth_over_meas.root,file2,7,2406.098625,-419.599094,331.9790461,10.23484749,4,0
15.000000,15,16,5,9,0.50–0.60,0.65–0.80,measData_times_truth_over_meas.root,file1,7,3732.282228,-1138.179284,335.3774794,15.4272016,4,0
15.000000,15,16,5,9,0.50–0.60,0.65–0.80,measData_times_truth_over_meas.root,file2,6,628.4004733,-106.7433855,59.79052227,15.78816035,3,0
15.000000,15,16,5,10,0.50–0.60,0.80–1.00,measData_times_truth_over_meas.root,file1,6,1712.824934,-97.79890021,512.4030462,3.441192288,3,0
15.000000,15,16,5,11,0.50–0.60,1.00–1.50,measData_times_truth_over_meas.root,file1,6,546.1865912,182.5422883,297.8419544,2.227767926,3,0
15.000000,15,16,6,1,0.60–0.70,0.00–0.05,measData_times_truth_over_meas.root,file1,8,16977.49041,-124.4044809,203.7549064,8.125892442,5,0
15.000000,15,16,6,1,0.60–0.70,0.00–0.05,measData_times_truth_over_meas.root,file2,8,11029.95373,-136.6658135,25.26158415,11.59400271,5,0
15.000000,15,16,6,2,0.60–0.70,0.05–0.10,measData_times_truth_over_meas.root,file1,8,13883.24828,-378.0387012,-275.1813949,7.731825267,5,0
15.000000,15,16,6,2,0.60–0.70,0.05–0.10,measData_times_truth_over_meas.root,file2,8,8303.539275,-4.659607623,-324.1951146,4.276823312,5,0
15.000000,15,16,6,3,0.60–0.70,0.10–0.15,measData_times_truth_over_meas.root,file1,8,11581.09121,-397.0091204,237.2594779,1.982978034,5,0
15.000000,15,16,6,3,0.60–0.70,0.10–0.15,measData_times_truth_over_meas.root,file2,8,6333.337192,-56.41750752,178.7785561,3.258380522,5,0
15.000000,15,16,6,4,0.60–0.70,0.15–0.20,measData_times_truth_over_meas.root,file1,8,9578.736086,-1160.986003,-33.70692258,2.772950189,5,0
15.000000,15,16,6,4,0.60–0.70,0.15–0.20,measData_times_truth_over_meas.root,file2,8,4312.045345,-805.9030493,-288.8426317,7.199306142,5,0
15.000000,15,16,6,5,0.60–0.70,0.20–0.30,measData_times_truth_over_meas.root,file1,8,14111.76093,-1651.954271,-517.3023997,10.04972022,5,0
15.000000,15,16,6,5,0.60–0.70,0.20–0.30,measData_times_truth_over_meas.root,file2,7,5161.8238,-646.384197,-410.619284,17.63262573,4,0
15.000000,15,16,6,6,0.60–0.70,0.30–0.40,measData_times_truth_over_meas.root,file1,8,9847.221926,-1154.161967,544.9710821,6.757452776,5,0
15.000000,15,16,6,6,0.60–0.70,0.30–0.40,measData_times_truth_over_meas.root,file2,7,2603.173397,-186.6408487,93.96691231,0.3247942084,4,0
15.000000,15,16,6,7,0.60–0.70,0.40–0.50,measData_times_truth_over_meas.root,file1,8,6017.370549,-1043.365167,19.50890258,5.071777514,5,0
15.000000,15,16,6,7,0.60–0.70,0.40–0.50,measData_times_truth_over_meas.root,file2,6,1078.053692,-79.78422549,124.844052,1.327012344,3,0
15.000000,15,16,6,8,0.60–0.70,0.50–0.65,measData_times_truth_over_meas.root,file1,8,7246.252549,-2731.002439,166.9538675,26.61994149,5,0
15.000000,15,16,6,8,0.60–0.70,0.50–0.65,measData_times_truth_over_meas.root,file2,6,496.107424,-217.1146924,-36.78072934,2.276529757,3,0
15.000000,15,16,6,9,0.60–0.70,0.65–0.80,measData_times_truth_over_meas.root,file1,8,3440.864893,-1111.798259,130.4710992,4.177015255,5,0
15.000000,15,16,6,10,0.60–0.70,0.80–1.00,measData_times_truth_over_meas.root,file1,6,903.6942576,-250.322452,-86.27014856,4.155409667,3,0
15.000000,15,16,6,11,0.60–0.70,1.00–1.50,measData_times_truth_over_meas.root,file1,6,599.8199279,11.27879451,247.5841432,4.774667691,3,0
15.000000,15,16,7,1,0.70–0.80,0.00–0.05,measData_times_truth_over_meas.root,file1,8,9781.561131,-34.8691217,-22.53423277,8.116687649,5,0
15.000000,15,16,7,1,0.70–0.80,0.00–0.05,measData_times_truth_over_meas.root,file2,8,1922.228532,9.363153333,-70.38813556,6.989128231,5,0
15.000000,15,16,7,2,0.70–0.80,0.05–0.10,measData_times_truth_over_meas.root,file1,8,8791.90759,-520.2201225,-557.4719601,7.511434621,5,0
15.000000,15,16,7,2,0.70–0.80,0.05–0.10,measData_times_truth_over_meas.root,file2,8,1572.565723,23.11846161,-44.99519901,7.934894408,5,0
15.000000,15,16,7,3,0.70–0.80,0.10–0.15,measData_times_truth_over_meas.root,file1,8,7664.342723,-654.7895364,-391.9778997,3.84925715,5,0
15.000000,15,16,7,3,0.70–0.80,0.10–0.15,measData_times_truth_over_meas.root,file2,7,976.1693446,48.41910023,-40.3903999,5.134874427,4,0
15.000000,15,16,7,4,0.70–0.80,0.15–0.20,measData_times_truth_over_meas.root,file1,8,6297.430512,-310.4861443,-302.928372,1.833854521,5,0
15.000000,15,16,7,4,0.70–0.80,0.15–0.20,measData_times_truth_over_meas.root,file2,6,568.8562085,-133.389709,-66.92170228,1.667420723,3,0
15.000000,15,16,7,5,0.70–0.80,0.20–0.30,measData_times_truth_over_meas.root,file1,8,8448.604582,-1278.204921,-844.9726995,6.731713062,5,0
15.000000,15,16,7,5,0.70–0.80,0.20–0.30,measData_times_truth_over_meas.root,file2,6,643.5347761,9.595923625,-121.9958416,0.3110959763,3,0
15.000000,15,16,7,6,0.70–0.80,0.30–0.40,measData_times_truth_over_meas.root,file1,8,6473.86466,-2137.082167,-766.6723222,5.94202191,5,0
15.000000,15,16,7,7,0.70–0.80,0.40–0.50,measData_times_truth_over_meas.root,file1,8,7269.041405,-1875.181309,400.2190787,24.85300797,5,0
15.000000,15,16,7,8,0.70–0.80,0.50–0.65,measData_times_truth_over_meas.root,file1,8,6085.829061,-2317.141853,29.60745138,32.04697255,5,0
15.000000,15,16,7,9,0.70–0.80,0.65–0.80,measData_times_truth_over_meas.root,file1,8,1311.019801,-278.3109832,175.2224563,8.678375092,5,0
15.000000,15,16,7,10,0.70–0.80,0.80–1.00,measData_times_truth_over_meas.root,file1,6,451.016245,-261.6262267,-115.1520941,5.638911552,3,0
15.000000,15,16,8,1,0.80–1.00,0.00–0.05,measData_times_truth_over_meas.root,file1,8,10710.78674,-413.877426,-309.6131375,4.639113757,5,0
15.000000,15,16,8,2,0.80–1.00,0.05–0.10,measData_times_truth_over_meas.root,file1,8,9202.294135,-581.6798751,-1068.036394,3.223251122,5,0
15.000000,15,16,8,3,0.80–1.00,0.10–0.15,measData_times_truth_over_meas.root,file1,8,8012.452883,-823.1774624,-1013.743692,20.41222589,5,0
15.000000,15,16,8,4,0.80–1.00,0.15–0.20,measData_times_truth_over_meas.root,file1,8,6835.943867,-447.4119478,-1254.079251,16.32372613,5,0
15.000000,15,16,8,5,0.80–1.00,0.20–0.30,measData_times_truth_over_meas.root,file1,8,11143.78511,-1619.106909,-1827.859261,31.10607444,5,0
15.000000,15,16,8,6,0.80–1.00,0.30–0.40,measData_times_truth_over_meas.root,file1,8,7328.515582,-1643.510649,-1505.145594,48.42298236,5,0
15.000000,15,16,8,7,0.80–1.00,0.40–0.50,measData_times_truth_over_meas.root,file1,8,2802.220017,-367.0036923,-2.568902762,25.07008178,5,0
15.000000,15,16,8,8,0.80–1.00,0.50–0.65,measData_times_truth_over_meas.root,file1,7,553.5950975,88.08582486,9.193624109,23.94949328,4,0
15.000000,15,16,8,9,0.80–1.00,0.65–0.80,measData_times_truth_over_meas.root,file1,6,525.1908401,-87.4241923,235.1813502,11.97348395,3,0
16.000000,16,17,1,1,0.00–0.20,0.00–0.05,measData_times_truth_over_meas.root,file1,8,1936222.61,553843.1239,721573.3162,7.276293374,5,0
16.000000,16,17,1,1,0.00–0.20,0.00–0.05,measData_times_truth_over_meas.root,file2,8,1926320.997,551019.4577,717896.9903,7.275614451,5,0
16.000000,16,17,1,2,0.00–0.20,0.05–0.10,measData_times_truth_over_meas.root,file1,8,593378.7151,-95660.81749,-23827.64802,28.70207353,5,0
16.000000,16,17,1,2,0.00–0.20,0.05–0.10,measData_times_truth_over_meas.root,file2,8,585922.0913,-94457.40469,-23569.73745,28.68043283,5,0
16.000000,16,17,1,3,0.00–0.20,0.10–0.15,measData_times_truth_over_meas.root,file1,8,299594.9217,-11233.25451,-1094.715527,1.784650526,5,0
16.000000,16,17,1,3,0.00–0.20,0.10–0.15,measData_times_truth_over_meas.root,file2,8,292173.0789,-10965.98521,-1091.215784,1.786457647,5,0
16.000000,16,17,1,4,0.00–0.20,0.15–0.20,measData_times_truth_over_meas.root,file1,8,174903.9425,-20765.88471,3887.85888,6.22784204,5,0
16.000000,16,17,1,4,0.00–0.20,0.15–0.20,measData_times_truth_over_meas.root,file2,8,167109.5386,-19820.11889,3706.808269,6.209652008,5,0
16.000000,16,17,1,5,0.00–0.20,0.20–0.30,measData_times_truth_over_meas.root,file1,8,158854.8711,-22481.16604,-18089.85162,14.55685981,5,0
16.000000,16,17,1,5,0.00–0.20,0.20–0.30,measData_times_truth_over_meas.root,file2,8,146291.4189,-20799.40104,-16666.83964,14.58094107,5,0
16.000000,16,17,2,1,0.20–0.30,0.00–0.05,measData_times_truth_over_meas.root,file1,8,160806.0889,689.175942,14397.22202,25.55946714,5,0
16.000000,16,17,2,1,0.20–0.30,0.00–0.05,measData_times_truth_over_meas.root,file2,8,160806.0889,689.175942,14397.22202,25.55946714,5,0
16.000000,16,17,2,2,0.20–0.30,0.05–0.10,measData_times_truth_over_meas.root,file1,8,121898.2109,-8054.445949,4715.626635,14.05148678,5,0
16.000000,16,17,2,2,0.20–0.30,0.05–0.10,measData_times_truth_over_meas.root,file2,8,121898.2109,-8054.445949,4715.626635,14.05148678,5,0
16.000000,16,17,2,3,0.20–0.30,0.10–0.15,measData_times_truth_over_meas.root,file1,8,93518.7812,1503.328383,3968.676666,14.64453341,5,0
16.000000,16,17,2,3,0.20–0.30,0.10–0.15,measData_times_truth_over_meas.root,file2,8,93518.7812,1503.328383,3968.676666,14.64453341,5,0
16.000000,16,17,2,4,0.20–0.30,0.15–0.20,measData_times_truth_over_meas.root,file1,8,67679.62576,-2586.13816,-122.3630025,6.128255911,5,0
16.000000,16,17,2,4,0.20–0.30,0.15–0.20,measData_times_truth_over_meas.root,file2,8,67526.22702,-2575.702367,-92.32008501,6.113997417,5,0
16.000000,16,17,2,5,0.20–0.30,0.20–0.30,measData_times_truth_over_meas.root,file1,8,80933.66232,-6756.139535,-2693.201807,17.45691085,5,0
16.000000,16,17,2,5,0.20–0.30,0.20–0.30,measData_times_truth_over_meas.root,file2,8,78819.74514,-6607.058241,-2608.025132,17.73387187,5,0
16.000000,16,17,2,6,0.20–0.30,0.30–0.40,measData_times_truth_over_meas.root,file1,8,40509.89203,-7399.968875,-1288.89959,2.417466253,5,0
16.000000,16,17,2,6,0.20–0.30,0.30–0.40,measData_times_truth_over_meas.root,file2,8,37490.54503,-6816.828646,-1207.499691,2.41395531,5,0
16.000000,16,17,2,7,0.20–0.30,0.40–0.50,measData_times_truth_over_meas.root,file1,8,20690.56815,-2064.712329,-1266.652578,10.55803013,5,0
16.000000,16,17,2,7,0.20–0.30,0.40–0.50,measData_times_truth_over_meas.root,file2,8,17662.44402,-1771.552164,-1094.037756,10.47177499,5,0
16.000000,16,17,2,8,0.20–0.30,0.50–0.65,measData_times_truth_over_meas.root,file1,8,17483.35635,-3597.952575,3999.760377,9.129010269,5,0
16.000000,16,17,2,8,0.20–0.30,0.50–0.65,measData_times_truth_over_meas.root,file2,8,14033.14626,-2931.029571,3223.375854,9.188601154,5,0
16.000000,16,17,3,1,0.30–0.40,0.00–0.05,measData_times_truth_over_meas.root,file1,8,72247.35932,-5876.186542,-683.4939824,20.57683198,5,0
16.000000,16,17,3,1,0.30–0.40,0.00–0.05,measData_times_truth_over_meas.root,file2,8,72247.35932,-5876.186542,-683.4939824,20.57683198,5,0
16.000000,16,17,3,2,0.30–0.40,0.05–0.10,measData_times_truth_over_meas.root,file1,8,58050.76307,-2725.798171,1960.362798,15.52497865,5,0
16.000000,16,17,3,2,0.30–0.40,0.05–0.10,measData_times_truth_over_meas.root,file2,8,58048.4167,-2725.800464,1959.662226,15.54844398,5,0
16.000000,16,17,3,3,0.30–0.40,0.10–0.15,measData_times_truth_over_meas.root,file1,8,45379.86635,-2092.318596,1605.202549,19.74544145,5,0
16.000000,16,17,3,3,0.30–0.40,0.10–0.15,measData_times_truth_over_meas.root,file2,8,45299.23932,-2114.569193,1612.62113,19.6220432,5,0
16.000000,16,17,3,4,0.30–0.40,0.15–0.20,measData_times_truth_over_meas.root,file1,8,36432.78898,-1323.817697,-231.7935351,12.76140424,5,0
16.000000,16,17,3,4,0.30–0.40,0.15–0.20,measData_times_truth_over_meas.root,file2,8,35899.11814,-1650.590235,-245.0297496,11.65035585,5,0
16.000000,16,17,3,5,0.30–0.40,0.20–0.30,measData_times_truth_over_meas.root,file1,8,51198.0144,1052.435478,731.6578368,7.514424065,5,0
16.000000,16,17,3,5,0.30–0.40,0.20–0.30,measData_times_truth_over_meas.root,file2,8,48634.53,-40.11617129,430.83295,8.232369254,5,0
16.000000,16,17,3,6,0.30–0.40,0.30–0.40,measData_times_truth_over_meas.root,file1,8,27548.7254,-1695.825649,-31.76947135,6.9844015,5,0
16.000000,16,17,3,6,0.30–0.40,0.30–0.40,measData_times_truth_over_meas.root,file2,8,24962.6775,-2338.706088,-30.40221522,8.222548042,5,0
16.000000,16,17,3,7,0.30–0.40,0.40–0.50,measData_times_truth_over_meas.root,file1,8,15588.29299,-716.5919663,1160.369679,20.7894247,5,0
16.000000,16,17,3,7,0.30–0.40,0.40–0.50,measData_times_truth_over_meas.root,file2,8,13548.72659,-812.7962144,1075.889383,18.37771177,5,0
16.000000,16,17,3,8,0.30–0.40,0.50–0.65,measData_times_truth_over_meas.root,file1,8,10019.9257,-2049.095997,167.3408805,5.615801137,5,0
16.000000,16,17,3,8,0.30–0.40,0.50–0.65,measData_times_truth_over_meas.root,file2,8,8010.375008,-1759.797753,200.288644,6.024902678,5,0
16.000000,16,17,3,9,0.30–0.40,0.65–0.80,measData_times_truth_over_meas.root,file1,8,4066.076458,-712.2173606,559.8612012,4.511705243,5,0
16.000000,16,17,3,9,0.30–0.40,0.65–0.80,measData_times_truth_over_meas.root,file2,8,3036.708631,-569.1406704,429.522783,4.852845495,5,0
16.000000,16,17,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file1,8,38158.35323,-2695.026738,-411.5258102,9.653474689,5,0
16.000000,16,17,4,1,0.40–0.50,0.00–0.05,measData_times_truth_over_meas.root,file2,8,38141.27068,-2728.071829,-322.6838449,9.424704562,5,0
16.000000,16,17,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file1,8,31122.64781,-407.6666787,61.96096283,23.43367971,5,0
16.000000,16,17,4,2,0.40–0.50,0.05–0.10,measData_times_truth_over_meas.root,file2,8,30827.96292,-369.1095672,165.8926757,26.19318217,5,0
16.000000,16,17,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file1,8,25190.10617,-297.8130629,1793.522208,7.992427113,5,0
16.000000,16,17,4,3,0.40–0.50,0.10–0.15,measData_times_truth_over_meas.root,file2,8,24417.95239,-276.8973347,1906.236977,9.897640639,5,0
16.000000,16,17,4,4,0.40–0.50,0.15–0.20,measData_times_truth_over_meas.root,file1,8,20701.44621,-219.3944302,205.4354344,4.231746374,5,0
16.000000,16,17,4,4,0.40–0.50,0.15–0.20,measData_times_truth_over_meas.root,file2,8,19492.29297,-490.6443299,26.81835999,4.696426399,5,0
16.000000,16,17,4,5,0.40–0.50,0.20–0.30,measData_times_truth_over_meas.root,file1,8,29423.80567,-994.8365845,-1015.126358,7.200115505,5,0
16.000000,16,17,4,5,0.40–0.50,0.20–0.30,measData_times_truth_over_meas.root,file2,8,26681.92511,-1166.995453,-687.4792079,6.323721456,5,0
16.000000,16,17,4,6,0.40–0.50,0.30–0.40,measData_times_truth_over_meas.root,file1,8,18705.55633,180.5591355,410.0304107,4.838634761,5,0
16.000000,16,17,4,6,0.40–0.50,0.30–0.40,measData_times_truth_over_meas.root,file2,8,15519.19666,-891.7494045,244.4929507,2.391944702,5,0
16.000000,16,17,4,7,0.40–0.50,0.40–0.50,measData_times_truth_over_meas.root,file1,8,10823.04486,-270.5254966,264.6079285,6.368653019,5,0
16.000000,16,17,4,7,0.40–0.50,0.40–0.50,measData_times_truth_over_meas.root,file2,7,8623.928872,-516.9714557,252.3710068,5.221228825,4,0
16.000000,16,17,4,8,0.40–0.50,0.50–0.65,measData_times_truth_over_meas.root,file1,8,8493.247771,-491.6984957,860.2162746,1.552964878,5,0
