xq2_bin,z_bin,pt2_bin,phi_content_sum,phi_bin_count,z0,pt20
0,1,1,18313.256,8,0,0
0,1,2,22908.755,8,0,1
0,1,3,18430.138,8,0,2
0,1,4,12789.87,8,0,3
0,1,5,10725.329,8,0,4
0,1,6,1463.2055,8,0,5
0,1,7,0.0,8,0,6
0,1,8,0.0,8,0,7
0,1,9,0.0,8,0,8
0,1,10,0.0,8,0,9
0,1,11,0.0,8,0,10
0,2,1,21453.29,8,1,0
0,2,2,29663.69,8,1,1
0,2,3,32059.644,8,1,2
0,2,4,28025.993000000002,8,1,3
0,2,5,42228.155,8,1,4
0,2,6,24350.129,8,1,5
0,2,7,11565.011,8,1,6
0,2,8,5656.935,8,1,7
0,2,9,1147.0958,8,1,8
0,2,10,55.278999999999996,8,1,9
0,2,11,0.0,8,1,10
0,3,1,7841.0574,8,2,0
0,3,2,12067.305,8,2,1
0,3,3,13865.7977,8,2,2
0,3,4,14540.1419,8,2,3
0,3,5,25917.539999999997,8,2,4
0,3,6,19949.635000000002,8,2,5
0,3,7,13696.121,8,2,6
0,3,8,12091.772,8,2,7
0,3,9,5984.19,8,2,8
0,3,10,3089.8011,8,2,9
0,3,11,1006.9730999999999,8,2,10
0,4,1,3049.9026000000003,8,3,0
0,4,2,5294.3703,8,3,1
0,4,3,6234.751,8,3,2
0,4,4,6334.7080000000005,8,3,3
0,4,5,13432.43,8,3,4
0,4,6,11335.4097,8,3,5
0,4,7,8814.610999999999,8,3,6
0,4,8,9463.91,8,3,7
0,4,9,5621.849,8,3,8
0,4,10,3822.9703,8,3,9
0,4,11,2650.8884,8,3,10
0,5,1,1942.372,8,4,0
0,5,2,2859.3558000000003,8,4,1
0,5,3,3083.2925999999998,8,4,2
0,5,4,3378.4836,8,4,3
0,5,5,7088.153,8,4,4
0,5,6,6118.426,8,4,5
0,5,7,5432.949,8,4,6
0,5,8,5987.785,8,4,7
0,5,9,3956.6143,8,4,8
0,5,10,3125.7456,8,4,9
0,5,11,2680.9697,8,4,10
0,6,1,1185.0533,8,5,0
0,6,2,1664.435,8,5,1
0,6,3,1847.266,8,5,2
0,6,4,1857.3960000000002,8,5,3
0,6,5,3846.0181,8,5,4
0,6,6,3563.928,8,5,5
0,6,7,3209.807,8,5,6
0,6,8,3781.1079999999997,8,5,7
0,6,9,2642.4410000000003,8,5,8
0,6,10,2136.227,8,5,9
0,6,11,1963.3096,8,5,10
0,7,1,770.7470000000001,8,6,0
0,7,2,1074.688,8,6,1
0,7,3,1206.185,8,6,2
0,7,4,1077.3097,8,6,3
0,7,5,2155.06,8,6,4
0,7,6,1941.6545,8,6,5
0,7,7,1835.6548,8,6,6
0,7,8,2102.667,8,6,7
0,7,9,1434.3328999999999,8,6,8
0,7,10,1020.3104,8,6,9
0,7,11,466.3515,8,6,10
0,8,1,283.9703,8,7,0
0,8,2,392.02799999999996,8,7,1
0,8,3,403.16790000000003,8,7,2
0,8,4,375.8724,8,7,3
0,8,5,600.8213000000001,8,7,4
0,8,6,451.97700000000003,8,7,5
0,8,7,250.6483,8,7,6
0,8,8,167.2538,8,7,7
0,8,9,0.0,8,7,8
0,8,10,0.0,8,7,9
0,8,11,0.0,8,7,10
1,1,1,10316.214,8,0,0
1,1,2,10184.23,8,0,1
1,1,3,8228.566,8,0,2
1,1,4,4822.7519999999995,8,0,3
1,1,5,3309.516,8,0,4
1,1,6,27.3093,8,0,5
1,1,7,0.0,8,0,6
1,1,8,0.0,8,0,7
1,1,9,0.0,8,0,8
1,1,10,0.0,8,0,9
1,1,11,0.0,8,0,10
1,2,1,24197.05,8,1,0
1,2,2,27764.600000000002,8,1,1
1,2,3,27701.549,8,1,2
1,2,4,23232.074,8,1,3
1,2,5,28693.273,8,1,4
1,2,6,13190.357,8,1,5
1,2,7,5051.572,8,1,6
1,2,8,1893.057,8,1,7
1,2,9,41.3433,8,1,8
1,2,10,0.0,8,1,9
1,2,11,0.0,8,1,10
1,3,1,14034.539,8,2,0
1,3,2,15325.82,8,2,1
1,3,3,15899.8157,8,2,2
1,3,4,15464.865,8,2,3
1,3,5,25830.706000000002,8,2,4
1,3,6,17388.235,8,2,5
1,3,7,10486.91,8,2,6
1,3,8,8119.32,8,2,7
1,3,9,3102.061,8,2,8
1,3,10,1191.7342,8,2,9
1,3,11,218.457,8,2,10
1,4,1,7453.659000000001,8,3,0
1,4,2,7924.9699,8,3,1
1,4,3,7707.950000000001,8,3,2
1,4,4,7782.43,8,3,3
1,4,5,14926.1955,8,3,4
1,4,6,11779.2665,8,3,5
1,4,7,8703.3266,8,3,6
1,4,8,8007.195000000001,8,3,7
1,4,9,4334.377,8,3,8
1,4,10,2568.6499,8,3,9
1,4,11,1352.4286,8,3,10
1,5,1,4944.4519,8,4,0
1,5,2,4585.2837,8,4,1
1,5,3,4168.0779999999995,8,4,2
1,5,4,4137.505,8,4,3
1,5,5,7871.021,8,4,4
1,5,6,7006.32,8,4,5
1,5,7,5604.332,8,4,6
1,5,8,5684.037,8,4,7
1,5,9,3478.6724999999997,8,4,8
1,5,10,2599.3293,8,4,9
1,5,11,1648.3736,8,4,10
1,6,1,3418.9117,8,5,0
1,6,2,3068.6237,8,5,1
1,6,3,2720.5582,8,5,2
1,6,4,2359.3169,8,5,3
1,6,5,4541.6611,8,5,4
1,6,6,3873.19,8,5,5
1,6,7,3447.3529999999996,8,5,6
1,6,8,3980.401,8,5,7
1,6,9,2491.797,8,5,8
1,6,10,1850.1744999999999,8,5,9
1,6,11,1044.1417000000001,8,5,10
1,7,1,2421.2875,8,6,0
1,7,2,2013.1151,8,6,1
1,7,3,1756.5013999999999,8,6,2
1,7,4,1467.0448999999999,8,6,3
1,7,5,2662.132,8,6,4
1,7,6,2157.085,8,6,5
1,7,7,1854.284,8,6,6
1,7,8,1786.85,8,6,7
1,7,9,869.2665999999999,8,6,8
1,7,10,357.0542,8,6,9
1,7,11,45.2132,8,6,10
1,8,1,855.091,8,7,0
1,8,2,499.977,8,7,1
1,8,3,377.65099999999995,8,7,2
1,8,4,304.6269,8,7,3
1,8,5,355.0296,8,7,4
1,8,6,149.922,8,7,5
1,8,7,37.9604,8,7,6
1,8,8,0.0,8,7,7
1,8,9,0.0,8,7,8
1,8,10,0.0,8,7,9
1,8,11,0.0,8,7,10
2,1,1,2199.7149999999997,8,0,0
2,1,2,2264.4183,8,0,1
2,1,3,1563.4819,8,0,2
2,1,4,770.58,8,0,3
2,1,5,313.9103,8,0,4
2,1,6,0.0,8,0,5
2,1,7,0.0,8,0,6
2,1,8,0.0,8,0,7
2,1,9,0.0,8,0,8
2,1,10,0.0,8,0,9
2,1,11,0.0,8,0,10
2,2,1,20748.945,8,1,0
2,2,2,17328.468,8,1,1
2,2,3,16166.071,8,1,2
2,2,4,11477.222,8,1,3
2,2,5,12377.406,8,1,4
2,2,6,4307.2,8,1,5
2,2,7,1189.09,8,1,6
2,2,8,178.97,8,1,7
2,2,9,0.0,8,1,8
2,2,10,0.0,8,1,9
2,2,11,0.0,8,1,10
2,3,1,16439.561999999998,8,2,0
2,3,2,13786.7107,8,2,1
2,3,3,12734.6939,8,2,2
2,3,4,12449.698,8,2,3
2,3,5,18249.563000000002,8,2,4
2,3,6,10265.53,8,2,5
2,3,7,5061.887,8,2,6
2,3,8,3073.076,8,2,7
2,3,9,889.8269,8,2,8
2,3,10,169.2702,8,2,9
2,3,11,0.0,8,2,10
2,4,1,10112.804,8,3,0
2,4,2,8487.878,8,3,1
2,4,3,6882.003,8,3,2
2,4,4,6872.9817,8,3,3
2,4,5,12662.9542,8,3,4
2,4,6,9176.6507,8,3,5
2,4,7,5913.491599999999,8,3,6
2,4,8,4855.204,8,3,7
2,4,9,1989.0425,8,3,8
2,4,10,918.4862999999999,8,3,9
2,4,11,201.0344,8,3,10
2,5,1,7040.316000000001,8,4,0
2,5,2,4834.6106,8,4,1
2,5,3,4062.53558,8,4,2
2,5,4,3857.4292000000005,8,4,3
2,5,5,6881.7627999999995,8,4,4
2,5,6,6030.8419,8,4,5
2,5,7,4436.1575,8,4,6
2,5,8,4396.7312999999995,8,4,7
2,5,9,2292.154,8,4,8
2,5,10,1259.3394,8,4,9
2,5,11,408.0784,8,4,10
2,6,1,5354.345,8,5,0
2,6,2,3311.4285,8,5,1
2,6,3,2718.7707,8,5,2
2,6,4,2230.8172999999997,8,5,3
2,6,5,4125.0801,8,5,4
2,6,6,3494.2650000000003,8,5,5
2,6,7,2786.523,8,5,6
2,6,8,3062.083,8,5,7
2,6,9,1413.2350000000001,8,5,8
2,6,10,661.3248,8,5,9
2,6,11,69.0035,8,5,10
2,7,1,3746.83,8,6,0
2,7,2,2226.8986,8,6,1
2,7,3,1677.8925,8,6,2
2,7,4,1236.201,8,6,3
2,7,5,1975.7378,8,6,4
2,7,6,1449.0742,8,6,5
2,7,7,956.8044,8,6,6
2,7,8,570.4222,8,6,7
2,7,9,88.2876,8,6,8
2,7,10,0.0,8,6,9
2,7,11,0.0,8,6,10
2,8,1,512.2879,8,7,0
2,8,2,227.0225,8,7,1
2,8,3,127.7918,8,7,2
2,8,4,51.008300000000006,8,7,3
2,8,5,23.27396,8,7,4
2,8,6,0.0,8,7,5
2,8,7,0.0,8,7,6
2,8,8,0.0,8,7,7
2,8,9,0.0,8,7,8
2,8,10,0.0,8,7,9
2,8,11,0.0,8,7,10
3,1,1,282.37019999999995,8,0,0
3,1,2,241.6722,8,0,1
3,1,3,0.0,8,0,2
3,1,4,42.4317,8,0,3
3,1,5,0.0,8,0,4
3,1,6,0.0,8,0,5
3,1,7,0.0,8,0,6
3,1,8,0.0,8,0,7
3,1,9,0.0,8,0,8
3,1,10,0.0,8,0,9
3,1,11,0.0,8,0,10
3,2,1,15878.611,8,1,0
3,2,2,10552.72,8,1,1
3,2,3,8595.238,8,1,2
3,2,4,5547.422,8,1,3
3,2,5,4908.1410000000005,8,1,4
3,2,6,1428.656,8,1,5
3,2,7,191.2663,8,1,6
3,2,8,0.0,8,1,7
3,2,9,0.0,8,1,8
3,2,10,0.0,8,1,9
3,2,11,0.0,8,1,10
3,3,1,19233.382,8,2,0
3,3,2,14816.598,8,2,1
3,3,3,11452.632000000001,8,2,2
3,3,4,9849.606,8,2,3
3,3,5,12877.776,8,2,4
3,3,6,5760.45,8,2,5
3,3,7,2528.8116,8,2,6
3,3,8,1258.3799999999999,8,2,7
3,3,9,223.9885,8,2,8
3,3,10,0.0,8,2,9
3,3,11,0.0,8,2,10
3,4,1,14028.563,8,3,0
3,4,2,10394.846,8,3,1
3,4,3,8044.3738,8,3,2
3,4,4,7021.4457999999995,8,3,3
3,4,5,11858.216,8,3,4
3,4,6,7344.780000000001,8,3,5
3,4,7,3866.922,8,3,6
3,4,8,2568.8802,8,3,7
3,4,9,926.0329,8,3,8
3,4,10,272.0086,8,3,9
3,4,11,0.0,8,3,10
3,5,1,10397.689,8,4,0
3,5,2,6020.54,8,4,1
3,5,3,4797.19,8,4,2
3,5,4,4245.107,8,4,3
3,5,5,7614.0075,8,4,4
3,5,6,5917.0528,8,4,5
3,5,7,4061.3139,8,4,6
3,5,8,3111.3693,8,4,7
3,5,9,1092.0908,8,4,8
3,5,10,289.2768,8,4,9
3,5,11,0.0,8,4,10
3,6,1,8048.301,8,5,0
3,6,2,4518.142400000001,8,5,1
3,6,3,3185.102,8,5,2
3,6,4,2532.473,8,5,3
3,6,5,4432.4999,8,5,4
3,6,6,3516.825,8,5,5
3,6,7,2291.2865,8,5,6
3,6,8,1483.0828,8,5,7
3,6,9,379.1877,8,5,8
3,6,10,14.9082,8,5,9
3,6,11,0.0,8,5,10
3,7,1,4664.949,8,6,0
3,7,2,2449.9441,8,6,1
3,7,3,1411.3442,8,6,2
3,7,4,860.7655,8,6,3
3,7,5,1071.9918,8,6,4
3,7,6,463.14419999999996,8,6,5
3,7,7,101.37469999999999,8,6,6
3,7,8,0.0,8,6,7
3,7,9,0.0,8,6,8
3,7,10,0.0,8,6,9
3,7,11,0.0,8,6,10
3,8,1,43.5488,8,7,0
3,8,2,0.0,8,7,1
3,8,3,0.0,8,7,2
3,8,4,0.0,8,7,3
3,8,5,0.0,8,7,4
3,8,6,0.0,8,7,5
3,8,7,0.0,8,7,6
3,8,8,0.0,8,7,7
3,8,9,0.0,8,7,8
3,8,10,0.0,8,7,9
3,8,11,0.0,8,7,10
4,1,1,0.0,8,0,0
4,1,2,0.0,8,0,1
4,1,3,0.0,8,0,2
4,1,4,0.0,8,0,3
4,1,5,0.0,8,0,4
4,1,6,0.0,8,0,5
4,1,7,0.0,8,0,6
4,1,8,0.0,8,0,7
4,1,9,0.0,8,0,8
4,1,10,0.0,8,0,9
4,1,11,0.0,8,0,10
4,2,1,6644.8060000000005,8,1,0
4,2,2,3046.5101,8,1,1
4,2,3,2443.943,8,1,2
4,2,4,1541.906,8,1,3
4,2,5,1263.1312,8,1,4
4,2,6,237.427,8,1,5
4,2,7,0.0,8,1,6
4,2,8,0.0,8,1,7
4,2,9,0.0,8,1,8
4,2,10,0.0,8,1,9
4,2,11,0.0,8,1,10
4,3,1,17562.571,8,2,0
4,3,2,10059.958,8,2,1
4,3,3,6520.106,8,2,2
4,3,4,5648.2919999999995,8,2,3
4,3,5,6931.3141,8,2,4
4,3,6,2730.591,8,2,5
4,3,7,856.5781999999999,8,2,6
4,3,8,284.8115,8,2,7
4,3,9,0.0,8,2,8
4,3,10,0.0,8,2,9
4,3,11,0.0,8,2,10
4,4,1,17134.354,8,3,0
4,4,2,10536.241,8,3,1
4,4,3,6709.45,8,3,2
4,4,4,5120.18,8,3,3
4,4,5,7559.85,8,3,4
4,4,6,4422.5343,8,3,5
4,4,7,1872.2252,8,3,6
4,4,8,841.5423,8,3,7
4,4,9,37.3303,8,3,8
4,4,10,0.0,8,3,9
4,4,11,0.0,8,3,10
4,5,1,14016.646999999999,8,4,0
4,5,2,7597.429999999999,8,4,1
4,5,3,5376.6140000000005,8,4,2
4,5,4,3809.2584,8,4,3
4,5,5,5562.137,8,4,4
4,5,6,3524.7855,8,4,5
4,5,7,1581.8849,8,4,6
4,5,8,601.9571,8,4,7
4,5,9,39.992999999999995,8,4,8
4,5,10,0.0,8,4,9
4,5,11,0.0,8,4,10
4,6,1,10169.14,8,5,0
4,6,2,5051.8951,8,5,1
4,6,3,3053.1305,8,5,2
4,6,4,2060.5234,8,5,3
4,6,5,2436.9078,8,5,4
4,6,6,1088.2093,8,5,5
4,6,7,356.2892,8,5,6
4,6,8,0.0,8,5,7
4,6,9,0.0,8,5,8
4,6,10,0.0,8,5,9
4,6,11,0.0,8,5,10
4,7,1,1934.686,8,6,0
4,7,2,757.082,8,6,1
4,7,3,256.7875,8,6,2
4,7,4,117.90280000000001,8,6,3
4,7,5,25.6242,8,6,4
4,7,6,0.0,8,6,5
4,7,7,0.0,8,6,6
4,7,8,0.0,8,6,7
4,7,9,0.0,8,6,8
4,7,10,0.0,8,6,9
4,7,11,0.0,8,6,10
4,8,1,0.0,8,7,0
4,8,2,0.0,8,7,1
4,8,3,0.0,8,7,2
4,8,4,0.0,8,7,3
4,8,5,0.0,8,7,4
4,8,6,0.0,8,7,5
4,8,7,0.0,8,7,6
4,8,8,0.0,8,7,7
4,8,9,0.0,8,7,8
4,8,10,0.0,8,7,9
4,8,11,0.0,8,7,10
5,1,1,0.0,8,0,0
5,1,2,0.0,8,0,1
5,1,3,0.0,8,0,2
5,1,4,0.0,8,0,3
5,1,5,0.0,8,0,4
5,1,6,0.0,8,0,5
5,1,7,0.0,8,0,6
5,1,8,0.0,8,0,7
5,1,9,0.0,8,0,8
5,1,10,0.0,8,0,9
5,1,11,0.0,8,0,10
5,2,1,353.8403,8,1,0
5,2,2,132.06380000000001,8,1,1
5,2,3,107.42769999999999,8,1,2
5,2,4,19.29,8,1,3
5,2,5,15.3005,8,1,4
5,2,6,0.0,8,1,5
5,2,7,0.0,8,1,6
5,2,8,0.0,8,1,7
5,2,9,0.0,8,1,8
5,2,10,0.0,8,1,9
5,2,11,0.0,8,1,10
5,3,1,5394.722,8,2,0
5,3,2,2608.9447,8,2,1
5,3,3,1510.5240000000001,8,2,2
5,3,4,1312.637,8,2,3
5,3,5,1577.8187,8,2,4
5,3,6,397.4008,8,2,5
5,3,7,23.6691,8,2,6
5,3,8,0.0,8,2,7
5,3,9,0.0,8,2,8
5,3,10,0.0,8,2,9
5,3,11,0.0,8,2,10
5,4,1,8447.127,8,3,0
5,4,2,3736.016,8,3,1
5,4,3,2048.46,8,3,2
5,4,4,1510.3301,8,3,3
5,4,5,2208.062,8,3,4
5,4,6,804.7462,8,3,5
5,4,7,44.9749,8,3,6
5,4,8,0.0,8,3,7
5,4,9,0.0,8,3,8
5,4,10,0.0,8,3,9
5,4,11,0.0,8,3,10
5,5,1,8168.909,8,4,0
5,5,2,3337.849,8,4,1
5,5,3,1585.457,8,4,2
5,5,4,840.5773,8,4,3
5,5,5,732.6105,8,4,4
5,5,6,138.1044,8,4,5
5,5,7,0.0,8,4,6
5,5,8,0.0,8,4,7
5,5,9,0.0,8,4,8
5,5,10,0.0,8,4,9
5,5,11,0.0,8,4,10
5,6,1,3053.7490000000003,8,5,0
5,6,2,989.4516,8,5,1
5,6,3,259.3517,8,5,2
5,6,4,61.2603,8,5,3
5,6,5,0.0,8,5,4
5,6,6,0.0,8,5,5
5,6,7,0.0,8,5,6
5,6,8,0.0,8,5,7
5,6,9,0.0,8,5,8
5,6,10,0.0,8,5,9
5,6,11,0.0,8,5,10
5,7,1,0.0,8,6,0
5,7,2,0.0,8,6,1
5,7,3,0.0,8,6,2
5,7,4,0.0,8,6,3
5,7,5,0.0,8,6,4
5,7,6,0.0,8,6,5
5,7,7,0.0,8,6,6
5,7,8,0.0,8,6,7
5,7,9,0.0,8,6,8
5,7,10,0.0,8,6,9
5,7,11,0.0,8,6,10
5,8,1,0.0,8,7,0
5,8,2,0.0,8,7,1
5,8,3,0.0,8,7,2
5,8,4,0.0,8,7,3
5,8,5,0.0,8,7,4
5,8,6,0.0,8,7,5
5,8,7,0.0,8,7,6
5,8,8,0.0,8,7,7
5,8,9,0.0,8,7,8
5,8,10,0.0,8,7,9
5,8,11,0.0,8,7,10
6,1,1,0.0,8,0,0
6,1,2,0.0,8,0,1
6,1,3,0.0,8,0,2
6,1,4,0.0,8,0,3
6,1,5,0.0,8,0,4
6,1,6,0.0,8,0,5
6,1,7,0.0,8,0,6
6,1,8,0.0,8,0,7
6,1,9,0.0,8,0,8
6,1,10,0.0,8,0,9
6,1,11,0.0,8,0,10
6,2,1,0.0,8,1,0
6,2,2,0.0,8,1,1
6,2,3,0.0,8,1,2
6,2,4,0.0,8,1,3
6,2,5,0.0,8,1,4
6,2,6,0.0,8,1,5
6,2,7,0.0,8,1,6
6,2,8,0.0,8,1,7
6,2,9,0.0,8,1,8
6,2,10,0.0,8,1,9
6,2,11,0.0,8,1,10
6,3,1,1213.6363000000001,8,2,0
6,3,2,755.1091,8,2,1
6,3,3,322.9441,8,2,2
6,3,4,275.0755,8,2,3
6,3,5,218.1414,8,2,4
6,3,6,0.0,8,2,5
6,3,7,0.0,8,2,6
6,3,8,0.0,8,2,7
6,3,9,0.0,8,2,8
6,3,10,0.0,8,2,9
6,3,11,0.0,8,2,10
6,4,1,3045.549,8,3,0
6,4,2,1164.2735,8,3,1
6,4,3,665.0844,8,3,2
6,4,4,341.5703,8,3,3
6,4,5,182.367,8,3,4
6,4,6,0.0,8,3,5
6,4,7,0.0,8,3,6
6,4,8,0.0,8,3,7
6,4,9,0.0,8,3,8
6,4,10,0.0,8,3,9
6,4,11,0.0,8,3,10
6,5,1,2602.405,8,4,0
6,5,2,539.0618,8,4,1
6,5,3,92.047,8,4,2
6,5,4,0.0,8,4,3
6,5,5,0.0,8,4,4
6,5,6,0.0,8,4,5
6,5,7,0.0,8,4,6
6,5,8,0.0,8,4,7
6,5,9,0.0,8,4,8
6,5,10,0.0,8,4,9
6,5,11,0.0,8,4,10
6,6,1,18.434,8,5,0
6,6,2,0.0,8,5,1
6,6,3,0.0,8,5,2
6,6,4,0.0,8,5,3
6,6,5,0.0,8,5,4
6,6,6,0.0,8,5,5
6,6,7,0.0,8,5,6
6,6,8,0.0,8,5,7
6,6,9,0.0,8,5,8
6,6,10,0.0,8,5,9
6,6,11,0.0,8,5,10
6,7,1,0.0,8,6,0
6,7,2,0.0,8,6,1
6,7,3,0.0,8,6,2
6,7,4,0.0,8,6,3
6,7,5,0.0,8,6,4
6,7,6,0.0,8,6,5
6,7,7,0.0,8,6,6
6,7,8,0.0,8,6,7
6,7,9,0.0,8,6,8
6,7,10,0.0,8,6,9
6,7,11,0.0,8,6,10
6,8,1,0.0,8,7,0
6,8,2,0.0,8,7,1
6,8,3,0.0,8,7,2
6,8,4,0.0,8,7,3
6,8,5,0.0,8,7,4
6,8,6,0.0,8,7,5
6,8,7,0.0,8,7,6
6,8,8,0.0,8,7,7
6,8,9,0.0,8,7,8
6,8,10,0.0,8,7,9
6,8,11,0.0,8,7,10
7,1,1,17976.41,8,0,0
7,1,2,21449.997,8,0,1
7,1,3,18036.405,8,0,2
7,1,4,11629.835000000001,8,0,3
7,1,5,8781.314,8,0,4
7,1,6,802.7877,8,0,5
7,1,7,0.0,8,0,6
7,1,8,0.0,8,0,7
7,1,9,0.0,8,0,8
7,1,10,0.0,8,0,9
7,1,11,0.0,8,0,10
7,2,1,24154.829999999998,8,1,0
7,2,2,30955.253999999997,8,1,1
7,2,3,32779.029,8,1,2
7,2,4,28369.054,8,1,3
7,2,5,41116.4,8,1,4
7,2,6,21571.981,8,1,5
7,2,7,9317.301,8,1,6
7,2,8,3999.155,8,1,7
7,2,9,689.733,8,1,8
7,2,10,0.0,8,1,9
7,2,11,0.0,8,1,10
7,3,1,10960.31,8,2,0
7,3,2,14278.419,8,2,1
7,3,3,14855.6892,8,2,2
7,3,4,15084.546000000002,8,2,3
7,3,5,26970.133,8,2,4
7,3,6,19625.331000000002,8,2,5
7,3,7,13239.175,8,2,6
7,3,8,11099.489,8,2,7
7,3,9,4982.633000000001,8,2,8
7,3,10,2415.016,8,2,9
7,3,11,607.0041,8,2,10
7,4,1,4955.5196000000005,8,3,0
7,4,2,6834.7053,8,3,1
7,4,3,7208.489,8,3,2
7,4,4,7730.246,8,3,3
7,4,5,14231.308430000001,8,3,4
7,4,6,11769.366,8,3,5
7,4,7,8807.9866,8,3,6
7,4,8,8810.7254,8,3,7
7,4,9,5266.917,8,3,8
7,4,10,3545.6639999999998,8,3,9
7,4,11,2230.6664,8,3,10
7,5,1,3339.8733,8,4,0
7,5,2,3824.098,8,4,1
7,5,3,4008.819,8,4,2
7,5,4,4006.528,8,4,3
7,5,5,7667.119000000001,8,4,4
7,5,6,6741.302000000001,8,4,5
7,5,7,5573.399,8,4,6
7,5,8,6119.8936,8,4,7
7,5,9,3789.5739,8,4,8
7,5,10,2830.1609000000003,8,4,9
7,5,11,2463.5176,8,4,10
7,6,1,2276.0899,8,5,0
7,6,2,2591.3633999999997,8,5,1
7,6,3,2479.3212,8,5,2
7,6,4,2329.648,8,5,3
7,6,5,4491.4619,8,5,4
7,6,6,4010.036,8,5,5
7,6,7,3351.8109999999997,8,5,6
7,6,8,3953.171,8,5,7
7,6,9,2803.107,8,5,8
7,6,10,2262.8613,8,5,9
7,6,11,1699.3407,8,5,10
7,7,1,1582.1735,8,6,0
7,7,2,1644.0535,8,6,1
7,7,3,1417.3043,8,6,2
7,7,4,1464.0621,8,6,3
7,7,5,2589.075,8,6,4
7,7,6,2288.869,8,6,5
7,7,7,1937.8841,8,6,6
7,7,8,2159.01,8,6,7
7,7,9,1288.6970000000001,8,6,8
7,7,10,775.6281,8,6,9
7,7,11,177.3328,8,6,10
7,8,1,580.706,8,7,0
7,8,2,509.8284,8,7,1
7,8,3,453.46500000000003,8,7,2
7,8,4,395.0896,8,7,3
7,8,5,607.0303,8,7,4
7,8,6,305.53999999999996,8,7,5
7,8,7,117.6149,8,7,6
7,8,8,43.814,8,7,7
7,8,9,0.0,8,7,8
7,8,10,0.0,8,7,9
7,8,11,0.0,8,7,10
8,1,1,10979.68,8,0,0
8,1,2,10300.97,8,0,1
8,1,3,8427.643,8,0,2
8,1,4,5063.196,8,0,3
8,1,5,2831.5370000000003,8,0,4
8,1,6,32.13720000000001,8,0,5
8,1,7,0.0,8,0,6
8,1,8,0.0,8,0,7
8,1,9,0.0,8,0,8
8,1,10,0.0,8,0,9
8,1,11,0.0,8,0,10
8,2,1,29891.506,8,1,0
8,2,2,29505.764,8,1,1
8,2,3,27738.168999999998,8,1,2
8,2,4,23008.228,8,1,3
8,2,5,28896.86,8,1,4
8,2,6,12040.0,8,1,5
8,2,7,3917.256,8,1,6
8,2,8,1460.9353999999998,8,1,7
8,2,9,0.0,8,1,8
8,2,10,0.0,8,1,9
8,2,11,0.0,8,1,10
8,3,1,18231.226,8,2,0
8,3,2,19066.631,8,2,1
8,3,3,17481.279,8,2,2
8,3,4,17048.985,8,2,3
8,3,5,27532.501,8,2,4
8,3,6,17560.415,8,2,5
8,3,7,10093.521,8,2,6
8,3,8,7324.305,8,2,7
8,3,9,2484.231,8,2,8
8,3,10,878.5298,8,2,9
8,3,11,85.59088,8,2,10
8,4,1,11040.266,8,3,0
8,4,2,9915.884199999999,8,3,1
8,4,3,9562.936,8,3,2
8,4,4,8918.987,8,3,3
8,4,5,15721.0273,8,3,4
8,4,6,12540.266599999999,8,3,5
8,4,7,8855.6206,8,3,6
8,4,8,7950.5864,8,3,7
8,4,9,3965.2079999999996,8,3,8
8,4,10,2197.7688,8,3,9
8,4,11,889.9095,8,3,10
8,5,1,7553.7570000000005,8,4,0
8,5,2,6202.6434,8,4,1
8,5,3,5484.075129999999,8,4,2
8,5,4,5174.637000000001,8,4,3
8,5,5,8805.588600000001,8,4,4
8,5,6,7504.9220000000005,8,4,5
8,5,7,5994.0485,8,4,6
8,5,8,6188.152,8,4,7
8,5,9,3611.794,8,4,8
8,5,10,2447.1402,8,4,9
8,5,11,1346.8163,8,4,10
8,6,1,5397.595,8,5,0
8,6,2,4198.387,8,5,1
8,6,3,3317.1980999999996,8,5,2
8,6,4,3045.767,8,5,3
8,6,5,5462.314,8,5,4
8,6,6,4566.049,8,5,5
8,6,7,3819.297,8,5,6
8,6,8,4047.129,8,5,7
8,6,9,2514.33,8,5,8
8,6,10,1532.932,8,5,9
8,6,11,610.0824,8,5,10
8,7,1,3942.4159999999997,8,6,0
8,7,2,2854.5559,8,6,1
8,7,3,2199.7702,8,6,2
8,7,4,1905.6875,8,6,3
8,7,5,3042.0458,8,6,4
8,7,6,2362.6913,8,6,5
8,7,7,1676.205,8,6,6
8,7,8,1402.559,8,6,7
8,7,9,473.1098,8,6,8
8,7,10,111.631,8,6,9
8,7,11,0.0,8,6,10
8,8,1,819.0349,8,7,0
8,8,2,474.6196,8,7,1
8,8,3,285.0558,8,7,2
8,8,4,161.44799999999998,8,7,3
8,8,5,151.38930000000002,8,7,4
8,8,6,50.6456,8,7,5
8,8,7,0.0,8,7,6
8,8,8,0.0,8,7,7
8,8,9,0.0,8,7,8
8,8,10,0.0,8,7,9
8,8,11,0.0,8,7,10
9,1,1,3114.186,8,0,0
9,1,2,2729.8602,8,0,1
9,1,3,1776.1107,8,0,2
9,1,4,752.884,8,0,3
9,1,5,195.8809,8,0,4
9,1,6,0.0,8,0,5
9,1,7,0.0,8,0,6
9,1,8,0.0,8,0,7
9,1,9,0.0,8,0,8
9,1,10,0.0,8,0,9
9,1,11,0.0,8,0,10
9,2,1,31593.02,8,1,0
9,2,2,24638.052,8,1,1
9,2,3,20317.329,8,1,2
9,2,4,14822.390000000001,8,1,3
9,2,5,14799.338,8,1,4
9,2,6,4320.75,8,1,5
9,2,7,986.6209,8,1,6
