xq2_bin,z_bin0,pt2_bin0,phi_content_sum,phi_error_sum,phi_bin_count,z_bin,pt2_bin,spec_content,spec_error,_merge,diff_phi_minus_spec,ratio_phi_over_spec
2,2,10,14.9516,4.42657,8,2.0,10.0,202.969,30.5664,both,-188.0174,0.07366445122161512
2,3,0,80665.63,385.21376350253894,8,3.0,0.0,82495.1,3511.96,both,-1829.4700000000012,0.9778232888983709
2,3,1,64809.0,298.2632924660358,8,3.0,1.0,64696.8,2337.27,both,112.19999999999709,1.0017342434247134
2,3,2,54500.683000000005,260.41193287174843,8,3.0,2.0,54340.6,1944.34,both,160.083000000006,1.0029459188893757
2,3,3,49428.318999999996,240.55444798365298,8,3.0,3.0,50151.9,1515.9,both,-723.5810000000056,0.985572211621095
2,3,4,88067.094,322.2559175607176,8,3.0,4.0,88551.5,2605.34,both,-484.4060000000027,0.9945296691755645
2,3,5,60684.195999999996,259.95682850483075,8,3.0,5.0,62732.7,1541.88,both,-2048.504000000001,0.9673455151778897
2,3,6,37334.814,201.61482876447855,8,3.0,6.0,39165.2,1008.67,both,-1830.3859999999986,0.9532649903485748
2,3,7,29754.156,178.7934417924494,8,3.0,7.0,31691.9,1161.71,both,-1937.7440000000024,0.938856805682209
2,3,8,13124.866,117.52108332218522,8,3.0,8.0,14540.0,472.325,both,-1415.134,0.9026730398899587
2,3,9,6862.361,84.98557858478107,8,3.0,9.0,7908.99,321.755,both,-1046.629,0.8676659093006819
2,3,10,2341.3989,49.53625173042466,8,3.0,10.0,2902.25,106.912,both,-560.8510999999999,0.8067530019812215
2,4,0,63708.87,298.28958410457443,8,4.0,0.0,64630.2,3012.37,both,-921.3299999999945,0.985744589990438
2,4,1,42179.112,230.0597538270438,8,4.0,1.0,42909.4,1634.93,both,-730.2880000000005,0.9829806988678471
2,4,2,33692.838,196.29532132114102,8,4.0,2.0,34215.5,1240.21,both,-522.6619999999966,0.9847244085282987
2,4,3,29506.4499,181.60879403550757,8,4.0,3.0,30492.7,928.5,both,-986.2501000000011,0.967656189842159
2,4,4,53595.117999999995,245.93022601394486,8,4.0,4.0,54390.4,1745.45,both,-795.2820000000065,0.9853782652821085
2,4,5,41730.289,210.98991328663084,8,4.0,5.0,43236.1,1600.91,both,-1505.8110000000015,0.9651723675354622
2,4,6,28832.1349,175.52701379919532,8,4.0,6.0,30567.3,916.257,both,-1735.1650999999983,0.9432345971021321
2,4,7,25311.623199999998,164.18994272740946,8,4.0,7.0,26930.5,930.735,both,-1618.8768000000018,0.9398868643359759
2,4,8,12011.111,112.29872882187937,8,4.0,8.0,13562.9,436.318,both,-1551.7889999999989,0.8855857523096093
2,4,9,6465.409,82.30135183926203,8,4.0,9.0,7623.05,245.352,both,-1157.6410000000005,0.8481393930251014
2,4,10,2102.8289999999997,47.16985253697535,8,4.0,10.0,2702.28,127.896,both,-599.4510000000005,0.7781684355433188
2,5,0,43797.049999999996,229.24253934889572,8,5.0,0.0,44932.4,2581.98,both,-1135.3500000000058,0.9747320419118497
2,5,1,25914.273899999997,171.75668978750872,8,5.0,1.0,26986.3,1128.55,both,-1072.0261000000028,0.9602751729581305
2,5,2,19377.187899999997,144.96016916962947,8,5.0,2.0,20253.8,824.061,both,-876.6121000000021,0.9567186355153106
2,5,3,15792.3345,129.56604012560697,8,5.0,3.0,16878.6,676.827,both,-1086.2654999999977,0.9356424407237568
