xq2_bin,z_bin,pt2_bin,phi_content_sum,phi_bin_count,phi_error_sum,z_bin0,pt2_bin0
5,8,3,0.0,8,0.0,7,2
5,8,4,0.0,8,0.0,7,3
5,8,5,0.0,8,0.0,7,4
5,8,6,0.0,8,0.0,7,5
5,8,7,0.0,8,0.0,7,6
5,8,8,0.0,8,0.0,7,7
5,8,9,0.0,8,0.0,7,8
5,8,10,0.0,8,0.0,7,9
5,8,11,0.0,8,0.0,7,10
6,1,1,0.0,8,0.0,0,0
6,1,2,0.0,8,0.0,0,1
6,1,3,0.0,8,0.0,0,2
6,1,4,0.0,8,0.0,0,3
6,1,5,0.0,8,0.0,0,4
6,1,6,0.0,8,0.0,0,5
6,1,7,0.0,8,0.0,0,6
6,1,8,0.0,8,0.0,0,7
6,1,9,0.0,8,0.0,0,8
6,1,10,0.0,8,0.0,0,9
6,1,11,0.0,8,0.0,0,10
6,2,1,0.0,8,0.0,1,0
6,2,2,0.0,8,0.0,1,1
6,2,3,0.0,8,0.0,1,2
6,2,4,0.0,8,0.0,1,3
6,2,5,0.0,8,0.0,1,4
6,2,6,0.0,8,0.0,1,5
6,2,7,0.0,8,0.0,1,6
6,2,8,0.0,8,0.0,1,7
6,2,9,0.0,8,0.0,1,8
6,2,10,0.0,8,0.0,1,9
6,2,11,0.0,8,0.0,1,10
6,3,1,7643.059,8,129.20199116925406,2,0
6,3,2,3525.401,8,72.08963343061193,2,1
6,3,3,1224.5319,8,38.22935743541081,2,2
6,3,4,930.672,8,31.81489085262434,2,3
6,3,5,679.6779,8,27.367561568060825,2,4
6,3,6,0.0,8,0.0,2,5
6,3,7,0.0,8,0.0,2,6
6,3,8,0.0,8,0.0,2,7
6,3,9,0.0,8,0.0,2,8
6,3,10,0.0,8,0.0,2,9
6,3,11,0.0,8,0.0,2,10
6,4,1,17301.85,8,182.3583527278364,3,0
6,4,2,6641.1639,8,95.67604145549763,3,1
6,4,3,3406.453,8,62.67251537627958,3,2
6,4,4,1391.692,8,39.22747402876841,3,3
6,4,5,731.5840000000001,8,27.934944727833273,3,4
6,4,6,0.0,8,0.0,3,5
6,4,7,0.0,8,0.0,3,6
6,4,8,0.0,8,0.0,3,7
6,4,9,0.0,8,0.0,3,8
6,4,10,0.0,8,0.0,3,9
6,4,11,0.0,8,0.0,3,10
6,5,1,14789.03,8,145.7570850770212,4,0
6,5,2,2738.281,8,58.181946313697686,4,1
6,5,3,607.2167,8,25.913021655187183,4,2
6,5,4,94.4547,8,10.370516616745764,4,3
