ixq2,ipt,point,x,y,exl,exh,eyl,eyh
4,5,0,0.27744,1.22082,0,0,0.135663,0.135663
4,5,1,0.355118,0.679227,0,0,0.0352371,0.0352371
4,5,2,0.450129,0.430184,0,0,0.0277825,0.0277825
4,5,3,0.546121,0.280859,0,0,0.0136326,0.0136326
4,5,4,0.641003,0.156835,0,0,0.0105796,0.0105796
4,5,5,0.719269,0.0182423,0,0,0.00295851,0.00295851
4,6,0,0.287642,0.477042,0,0,0.147452,0.147452
4,6,1,0.356008,0.341996,0,0,0.0282151,0.0282151
4,6,2,0.452155,0.253378,0,0,0.0153714,0.0153714
4,6,3,0.547254,0.189855,0,0,0.0110165,0.0110165
4,6,4,0.637244,0.080858,0,0,0.005215,0.005215
4,6,5,0.715455,0.00552278,0,0,0.00181869,0.00181869
4,7,0,0.364557,0.15121,0,0,0.0122894,0.0122894
4,7,1,0.451603,0.126697,0,0,0.0104003,0.0104003
4,7,2,0.547042,0.0896087,0,0,0.00462782,0.00462782
4,7,3,0.635378,0.0329472,0,0,0.00210564,0.00210564
4,8,0,0.378673,0.0547457,0,0,0.0124855,0.0124855
4,8,1,0.452011,0.0465899,0,0,0.00502755,0.00502755
4,8,2,0.546587,0.0295679,0,0,0.00225108,0.00225108
4,8,3,0.628119,0.00707044,0,0,0.0010497,0.0010497
4,9,0,0.45449,0.00902667,0,0,0.00195279,0.00195279
4,9,1,0.543136,0.00669655,0,0,0.00108062,0.00108062
5,0,0,0.273517,8.49462,0,0,2.20249,2.20249
5,0,1,0.352834,3.46868,0,0,0.51236,0.51236
5,0,2,0.450081,1.85046,0,0,0.0960881,0.0960881
5,0,3,0.547675,1.03273,0,0,0.0536422,0.0536422
5,0,4,0.64354,0.532991,0,0,0.0328863,0.0328863
5,0,5,0.721242,0.0890445,0,0,0.00889472,0.00889472
5,1,0,0.274581,6.32373,0,0,1.44132,1.44132
5,1,1,0.354842,2.74012,0,0,0.239525,0.239525
